,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en cv surprisal,cs word en wbw cv surprisal,cs word zh cv surprisal,cs word zh wbw cv surprisal
19337,UI25FAZ_0103,Interview,-1,25,"['然后', '他', '会', '叫', '你', 'update', '他']",7,"['man > eng', 'eng > man']",update,0,6,then he will ask you update,then he will call you update he,更新,2,1,1906925,1673490,17.510405036990246,13.970282804611523,然后然后他叫叫叫更新他,然后 他会 叫 你 更新 他,17.822873724480335,17.822873724480335,15.067442996819974,15.260159340159909
19338,UI25FAZ_0103,Interview,-1,25,"['进去', 'stress', '看到', '他', '出来', '的', '时候', '比较', 'stress']",9,"['man > eng', 'eng > man', 'man > eng']",stress,0,6,go in stress to see that he comes out when he comes out,go in stress compare when you see him come out stress,压力,2,0,18049700,2440846,14.267750186587143,13.425761460577784,进去压力看到看到出来时候时候比较比较,进去 压力 看到 他 出来 的 时候 比较 压力,18.603222538165372,18.603222538165372,20.094469279241263,20.094469279241263
19343,UI25FAZ_0103,Interview,-1,25,"['然后', 'if', '给', 'people', '有', '兴趣', '的', '是', '是', '比较', 'easier', 'to', 'go', 'through', 'because', 'they', 'want', 'to', 'do', 'it', 'better']",21,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",if,2,2,then if if is interested in people is to compare easier to go through because the want to do better,then if give people those who are interested are comparison easier to go through because they want to do it better,如果,2,2,411367074,18679385,9.75737062575837,10.48976768335448,然后如果人们有给有有的是是是是是比较比较是是是是比较是,然后 如果 给 人们 有 兴趣 的 是 是 比较 更 容易 通过 ， 因为 他们 想 做 得 更好,10.780972483627876,10.780972483627876,20.593751749974736,20.593751749974736
19347,UI25FAZ_0103,Interview,-1,25,"['要', '怎样', 'serve', '他']",4,"['man > eng', 'eng > man']",serve,1,5,how to serve him,how to serve he,服务,2,0,24881414,16773359,13.804656569655709,10.645043010782045,要怎样服务他,要 怎样 服务 他,11.413567915122895,11.413567915122895,11.760116436873687,11.760116436873687
19366,UI25FAZ_0103,Interview,-1,25,"['你', '的', 'product', '是', '什么', 'so', '他们', '会', '用']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",product,0,7,"what is your product so, they will use it",your product what is so they will use,产品,2,0,33708467,20201299,13.366614027531698,10.376766574613828,你产品是是是他们他们他们用用,你 的 产品 是 什么 所以 他们 会 用,14.99380050165565,14.74256407641775,18.729376079496816,14.647201486597817
19368,UI25FAZ_0103,Interview,-1,25,"['可是', 'ultimately', '全部', '是', '要', '看', '一个', '那个', 'person']",9,"['man > eng', 'eng > man', 'man > eng']",ultimately,2,10,but all ultimately wants to look at a figure,but ultimately all are to see one person,最终,2,2,8646279,3085330,15.329573749896356,13.087717929721236,可是最终全部全部要看个那个个,可是 最终 全部 是 要 看 一个 那个 人,17.449829172051913,19.330374991917314,17.115520294366732,17.115520294366732
19372,NI27MBQ_0101,Interview,-1,27,"['对', 'i', 'mean', 'as', 'in', 'ok', '我', 'primary', 'school', '我', '是', '呃']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"for i mean as in ok my primary school, i am uh",right i mean as in ok i primary school i am uh,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,对我的意思是在OK我小学我我是呃呃呃是,对 我 的 意思 是 很 好 我 小学 我 是 呃,15.879965680682423,15.379464062338123,5.365140428739162,5.365140428739162
19374,NI27MBQ_0101,Interview,-1,27,"['因为', '我', '的', '成绩', '不是', '很', '好', 'i', 'mean', '就', '去', 'serangoon', 'sec']",13,"['man > eng', 'eng > man', 'man > eng']",i,2,1,"because my grades are not very good, i mean goes to serangoon sec",because my grades are not very good i mean go serangoon sec,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我的意思是Serangoon sec,因为 我 的 成绩 不是 很 好 我 是 说 就 去 Serangoon   Sec,14.884309751648164,15.431791073688789,8.264815918135724,4.625193568929762
19381,NI27MBQ_0101,Interview,-1,27,"['不', '懂', '什么', '鬼', 'hall']",5,['man > eng'],hall,0,4,don't understand any ghost hall,don't understand any ghost hall,大厅,2,0,15850515,103536,14.45519532937514,17.98493834222791,不不什么大厅,不 懂 什么 鬼 大厅,14.884309751648164,14.884309751648164,15.77533158954966,16.729148498614432
19383,NI27MBQ_0101,Interview,-1,27,"['没有', '你', '会', '玩', '什么', '我会', '玩', '我会', '玩', 'tennis', 'then']",11,['man > eng'],tennis,0,6,"what you can play without you, i can play, i will play tennis then","what can you play without you, i can play, i will play tennis then",网球,2,0,2594168,19219,17.0663812275964,20.41446565257813,没有没有会什么我会我我会会会网球,没有 你 会 玩 什么 我会 玩 我会 玩 然后 网球,7.955301911750785,7.955301911750785,15.469338826945302,14.738222316397732
19391,NI27MBQ_0101,Interview,-1,27,"['不', '懂', '在', '做', '什么', 'is', 'it', 'for', 'your', 'friends']",10,['man > eng'],is,1,2,i don’t know what it for your friends is doing,i don't know what to do is it for your friends,是,1,2,2993815184,309573295,6.89388369258764,6.439005520662573,是给你的朋友的不懂做什么,不 懂 在 做 什么 是 给 你 的 朋友 吗,7.287799327641879,5.648318189187835,7.113864501364815,8.238247801618435
19394,NI27MBQ_0101,Interview,-1,27,"['你', '有没有', '想过', 'like', '每次', '出', '问题', '的', '时候']",9,"['man > eng', 'eng > man']",like,2,4,have you ever thought about every when there was a problem with like,have you ever thought about like every time there is a problem,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢每没有想每每出问题时候的,你 有没有 想过 喜欢 每次 出 问题 的 时候,11.727952864673368,11.127141641190232,12.117094816263997,13.638421616239087
19395,NI27MBQ_0101,Interview,-1,27,"['又', '没有', '去', 'hexis', '的', 'performance', '又', '不是', 'hexis', 'comm~', 'last', 'year']",12,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",hexis,0,5,i didn't go to hexis's performance nor hexis comm ~ last year,never go hexis of performance is not hexis comm~ last year,hexis,5,0,5795,0,25.87262876350709,34.64471130410952,又又去hexis的hexis又又不是是hexis comm〜去年,又 没有 去 hexis 的 表现 又 不是 Hexis   Comm 〜 去年,17.35388391604414,17.695924249177356,19.082611974695425,18.98880537599514
19401,NI27MBQ_0101,Interview,-1,27,"['我们', '不', '懂', 'preparation', 'time', 'actually', '一个半', '小时', 'not', 'enough']",10,"['man > eng', 'eng > man', 'man > eng']",preparation,0,11,we don’t understand preparation time actually one and a half hours. not enough,we don't understand preparation time actually one and a half hours not enough,准备,2,1,12622026,5573673,14.78378154488807,12.234514370864778,我们我们不准备时间实际上还不够,我们 不 懂 实际上 准备 时间 一个半 小时 不够,17.18201300369243,17.18201300369243,14.841224676450285,14.029799889823195
19405,NI27MBQ_0101,Interview,-1,27,"['虽然', '不是', '讲', '我们', 'hope', 'to', 'have', 'a', 'balance', 'but', 'ultimately', 'is', 'fighting', 'for', 'champ~']",15,['man > eng'],hope,0,4,although it is not about our hope to have a balance but ultimately is fighting for champ ~,although not talking about us hope to have a balance but ultimately is fighting for champ~,希望,2,1,38365308,6355830,13.179922708162165,12.045062197486722,希望能保持平衡，但最终为冠军而战,虽然 不是 讲 我们 希望 能 保持平衡 ， 但 最终 为 冠军 而战,13.963528753101428,14.437496138595007,12.087693759467387,13.145016965076707
19410,NI27MBQ_0101,Interview,-1,27,"['坐', 'cab', '直接', '下去', '给', '他们', '做', 'make-up', 'and', 'stuff']",10,"['man > eng', 'eng > man', 'man > eng']",cab,0,3,sit cab and go straight down to make-up and stuff,sit cab go directly to them make-up and stuff,出租车,3,0,1926997,0,17.495298814467247,34.64471130410952,坐出租车直接直接下去他们他们他们做做他们,坐 出租车 直接 下去 给 他们 做 化妆 和 东西,17.50174227116196,17.50174227116196,20.168141671758434,20.168141671758434
19412,NI27MBQ_0101,Interview,-1,27,"['下来', '了', 'because', 'ultimately', '有', '那种', 'passion', 'you', ""don't"", 'know']",10,"['man > eng', 'eng > man', 'man > eng']",because,2,7,come down the because ultimately with the kind of passion you know,come down because ultimately that kind passion you know,因为,2,2,202535883,19981133,10.779619419391045,10.392576248602616,下来了，因为最终您知道的激情,下来 了 因为 最终 有 那种 你 知道 的 激情,12.738944142564865,13.146405198827559,9.361284724415196,12.860879499601419
19423,NI27MBQ_0101,Interview,-1,27,"['去', 'pour', 'paint', '去', '画']",5,"['man > eng', 'eng > man']",pour,0,4,go to pour paint to draw,go pour paint draw,倒,1,1,5680174,531904,15.93571801578831,15.623904943385256,去倒漆去去画,去 倒 油漆 去 画,14.196987215753923,15.939325213809965,21.256894967844723,21.256894967844723
19431,NI27MBQ_0101,Interview,-1,27,"['半天', 'crap', '就', '讲', '罢了']",5,"['man > eng', 'eng > man']",crap,0,4,crap said for a long time,long time crap just talk about,废话,2,0,595661,43821,19.189089731058885,19.22537651739808,半废话就就讲罢了,半天 废话 就 讲 罢了,22.527814828027203,18.00661986538565,22.853154499856185,18.674544998748225
19437,NI27MBQ_0101,Interview,-1,27,"['因为', 'music', '我', '觉得', 'something', '你', '如果', '你', 'like', 'for', 'me', 'i', 'am', 'not', 'very', 'good', 'at', 'words', 'but', 'so', '我', '很难', 'express']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",music,0,5,because music i think it thinks if you like for me i am not very good at words but so,because music i think something if you like for me i am not very good at words but so i'm hard to express,音乐,2,0,34603354,4437582,13.328813164418309,12.563368956148196,因为音乐我我觉得你你你你你你你你你你如果你你如果我不是很擅长言语，而是我我很很难,因为 音乐 我 觉得 某物 你 如果 你 喜欢 我 ， 我 不是 很 擅长 言语 ， 但是 我 很 难 表达,13.617955217246488,13.617955217246488,16.70209504840248,16.70209504840248
19438,NI27MBQ_0101,Interview,-1,27,"['去', '死', '去', '死', '去', '死', '去', '死', 'you', 'know', 'how', 'the', 'thing']",13,['man > eng'],you,2,3,"go to death and die, you know how the thing",go to death and die you know how the thing,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,去死去死去死死死你知道这是怎么回事,去 死去 死去 死去 死 你 知道 事情 怎么样,8.315319855347916,8.901236549832007,13.232425530266239,13.232425530266239
19439,NI27MBQ_0101,Interview,-1,27,"['不然', '就是', 'like', 'music']",4,['man > eng'],like,2,4,"otherwise, it is like music",otherwise like music,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,不然就是喜欢音乐,不然 就是 喜欢 音乐,11.514989369595092,9.695635126201562,13.951023354788225,13.951023354788225
19444,NI27MBQ_0101,Interview,-1,27,"['我', '去', '睡', '一下', '然后', '鞋子', '全部', '摆', '美美', '放', '外面', '了', 'then']",13,['man > eng'],then,2,4,i go to sleep and then the shoes are all beautiful and placed outside.,i'm going to sleep and then the shoes are all beautiful and placed outside then,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,我我睡然后鞋子全部摆美放,我 去 睡 一下 然后 鞋子 全部 摆 美美 放 外面 了 然后,8.308565711145391,8.308565711145391,16.88455792848474,16.88455792848474
19447,NI27MBQ_0101,Interview,-1,27,"['没有', 'then', '超', 'depress', '的', 'then', 'after', 'that', '我', 'call', '我', 'mother', '我', 'mother', '讲']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,"the then after that that i call my mother i mother, i said",no then overtake depress of then after that i call i mother i mother speak,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,没有然后超depress的然后在那之后我致电我母亲我母亲讲母亲讲,没有 然后 超 压抑 的 然后 在 那 之后 我 称呼 我 母亲 我 母亲 讲,14.123851646816883,14.913313173651819,22.66607679726451,22.66607679726451
19451,NI27MBQ_0101,Interview,-1,27,"['因为', 'is', '进来', '的', '时候', 'application', '我', '拿到', 'n.', 't.', 'u.', '的', 'b.', 's.', 'second', 'choice']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",is,1,2,"because when is came in, application i got n. u. u.",because is when coming in application i get n. t. u. of b. s. second choice,是,1,2,2993815184,309573295,6.89388369258764,6.439005520662573,因为是进来进来的我我n。t。你。b。s。第二选择,因为 是 进来 的 时候 应用 我 拿到 n 。 t 。 你 。 的 b 。 s 。 第二 选择,7.635534774300975,8.895438124342382,4.759950239641344,4.759950239641344
19472,NI27MBQ_0101,Interview,-1,27,"['一面', '做', 'tutorial', '一面', '在', '看', 'movie', '的', '因为', 'r.', 'p.', '很', 'slack']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",tutorial,0,8,while doing tutorial on the while watching movie because r. p. very slack,do tutorial watch movie for r. p. very slack,教程,2,0,393675,103012,19.786576136694272,17.992258421078944,一教程一一一看在看的的的r。p。slack,一面 做 教程 一面 在 看 电影 的 因为 r 。 p 。 很 松弛,17.585157878781434,17.752311985431216,23.51412650552335,18.974490191255843
19477,NI27MBQ_0101,Interview,-1,27,"['是', 'like', '无', '那个', '无所不知', '这样', 'vincent', 'tan']",8,"['man > eng', 'eng > man', 'man > eng']",like,2,4,it's like that the omnipresent vincent tan,yes like no one knows this vincent tan,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,是喜欢无无无所不知无所不知,是 喜欢 无 那个 无所不知 这样 文森特 · 谭 （ Vincent   Tan ）,8.380035665335654,9.986887497270478,18.717573268975684,18.717573268975684
19481,NI27MBQ_0101,Interview,-1,27,"['不错', '不', '可以', '做', 'model', '做', 'school', 'model', '也', '不错']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",model,0,5,"not bad, do not do model to do school model, it is also good",not bad model do school model not bad,模型,2,0,41672078,1702053,13.0606440026112,13.945866773174709,不错模型做学校模型也也也也,不错 不 可以 做 模型 做 学校 模特 也 不错,14.665631543668253,13.82598265936857,14.8902450405753,14.26605010084663
19489,NI27MBQ_0101,Interview,-1,27,"['我', '很想', 'i', 'mean', '那时', '我', '跟', 'ivan', '因为', 'ivan', '他们', 'year', 'three']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,i really want to me mean. i and ivan and ivan because ivan and year three,i really want i mean i followed me at that time ivan because ivan them year three,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我的意思是那时那时我ivan因为ivan他们,我 很 想 我 是 说 那时 我 跟 伊万 因为 伊万 他们 三年级,15.301368854755417,15.301368854755417,8.264815918135724,8.264815918135724
19490,NI27MBQ_0101,Interview,-1,27,"['没有', '钱', 'i', 'mean', '如果', '要', 'save', 'up', '有点', '困难', 'then', '我要', '还', 'bank', '那个', 'bank', 'loan', 'so', '很多']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"no money i mean, if you want to save up, it is a bit difficult. i want to pay back the bank loan so a lot",no money i mean if you want to save up a little difficult then i want to repay bank that bank loan so a lot of,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,没有没有我的意思是保存有点有点有点有点我我我我银行那个银行贷款，所以很多,没有 钱 我 是 说 如果 要存 起来 有点 困难 然后 我要 还 银行 那个 银行贷款 如此 很多,15.223257037532235,15.223257037532235,10.633258964574996,8.610187480762498
19495,NI27MBQ_0101,Interview,-1,27,"['是', '在', 'uni', '的', '时候', '做', 'i', 'mean']",8,"['man > eng', 'eng > man', 'man > eng']",uni,2,3,do i mean when i was in uni,in uni time to do i mean,Uni,3,0,246046,1967,20.464653172375648,23.70293006183099,我的意思是Uni的的的,是 在 Uni 的 时候 做 我 是 说,19.458119736806207,20.365188812755676,21.02135432066235,22.422689091536395
19496,NI27MBQ_0101,Interview,-1,27,"['你', '的', 'mods', '很多', '然后', 'after', 'that']",7,"['man > eng', 'eng > man', 'man > eng']",mods,0,4,there are many mods and then after that,your mods a lot and then after that,mods,4,0,18580,0,24.191758828130915,34.64471130410952,你你mods很多很多,你 的 mods 很多 然后 在 那 之后,17.56869108121508,17.32246777766517,19.05862067780134,23.365420394355716
19503,NI27MBQ_0101,Interview,-1,27,"['我', 'listen', 'to', 'chinese', 'songs', '的', '.']",7,"['man > eng', 'eng > man', 'man > eng']",listen,1,6,my listen to chinese songs.,i listen to chinese songs of .,听,1,1,10532051,4224037,15.044938632624708,12.634520262900836,我听中文歌。,我 听 中文 歌 的 。,13.58007194925239,14.644112093469573,21.035521679601427,21.035521679601427
19511,NI27MBQ_0101,Interview,-1,27,"['我', '没有', '真', 'but', '真的', 'i', 'mean', '有点', 'limitations']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",but,2,3,i have no real but really i mean is a bit limitations,i don't really but real i mean a little bit limitations,但,1,2,791724336,48791767,8.81279875271622,9.104576908304958,我我没有，但我的意思是有点,我 没有 真 但 真的 我 是 说 有点 限制,9.149636380669685,9.403332029276234,6.300620294720154,13.806394910357065
19523,NI27MBQ_0101,Interview,-1,27,"['人家', '是', 'prepare', 'for', 'classroom', 'experience', 'then', '她', '是', '做', '什么', 'research', '对', '吗', '学校', '做', '什么']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",prepare,1,7,"people are prepare for classroom experience then, what is research, right?","others are prepare for classroom experience then what do she do research right, what do the school do",准备,2,1,9482129,5573673,15.19644211967704,12.234514370864778,人家是准备课堂体验，然后研究她是什么什么做对对学校什么什么做什么,人家 是 准备 课堂 体验 她 是 做 什么 研究 对 吗 学校 做 什么,15.462554121004302,14.484235666890072,14.937163620794681,14.937163620794681
19524,NI27MBQ_0101,Interview,-1,27,"['没有', 'then', '她', '跟', '我', '妈', '是', '我们', '去', '买', '老师', '的', '衣服', '就', '买', '了', '五套', '衣服']",18,"['man > eng', 'eng > man']",then,2,4,"without then she and my mother are we buy a teacher's clothes, i bought five sets of clothes",no then she and my mother are the clothes we buy a teacher and bought five sets of clothes,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后她她我妈我们去买的就买了五五,没有 然后 她 跟 我 妈 是 我们 去 买 老师 的 衣服 就 买 了 五套 衣服,12.709430804598648,14.913313173651819,11.333302491915799,22.66607679726451
19529,NI27MBQ_0101,Interview,-1,27,"['不', '懂', 'clear', '几百个', 'level', '跟', 'wiki', '可以', 'fight']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",clear,2,5,do not understand clear hundreds of levels and wiki can be fight,don't know clear hundreds of level and wiki can fight,清除,2,1,53266852,314983,12.706487023126211,16.379796862893574,不不清除几百个级跟wiki可以战斗,不 懂 清除 几百个 等级 跟 Wiki 可以 斗争,13.032885614426593,14.142051162077532,17.115545873213065,16.34654709124983
19531,NI27MBQ_0101,Interview,-1,27,"['我', '的', 'clique']",3,['man > eng'],clique,0,6,my clique,mine clique,集团,2,0,467470,6139546,19.538707452295345,12.095010757978972,我的集团,我 的 集团,17.34755564302338,17.173453059377522,15.83940992153599,15.83940992153599
19537,NI27MBQ_0101,Interview,-1,27,"['我', '就', '把', '它', '当', 'violin', 'kayle', '就', '拿', '一个', '那个', '那个', 'pencil', '就', '做', 'conductor']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",violin,0,6,i take it as violin kayle and take a pencil as a conductor,i just treat it violin kayle take one that one pencil do conductor,小提琴,3,0,1769968,35658,17.617929862626468,19.52277313777772,小提琴kayle就就就就拿那个那个那个那个那个就就,我 就 把 它 当 小提琴 凯尔 就 拿 一个 那个 那个 铅笔 就 做 导体,17.102375424895264,16.145453177447394,21.097716810550764,16.827108836204566
19563,NI27MBQ_0101,Interview,-1,27,"['要', '找个', '伴', '好好', 'you', 'know', 'kind', 'of', 'thing']",9,['man > eng'],you,2,3,find a good you know kind of thing,find a companion you know kind of thing,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,要要个好好你知道有点,要 找 个 伴 好好 你 知道 有点,9.2011388894672,8.606571894224022,12.21589394069809,12.21589394069809
19564,NI27MBQ_0101,Interview,-1,27,"['有时', '会', '觉得', 'you', 'know', '每次', 'kayle', '问', '我', '你', '有没有', '觉得', '很', '空虚', '因为', 'two', 'of', 'us', '还', 'single']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",you,2,3,sometimes you think you know every time you think you think you are very empty because two of us is back.,sometimes i feel you know every time kayle ask me if you think it is empty because two of us return single,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,有时有时会你知道每次kayle问问我我你有没有觉得空虚空虚空虚空虚空虚空虚空虚空虚空虚,有时 会 觉得 你 知道 每次 凯尔 问 我 你 有没有 觉得 很 空虚 因为 我们 两个 还 单身 的,5.298097608120954,8.93899159140164,12.875655103574669,16.669579684016913
19566,NI27MBQ_0101,Interview,-1,27,"['希望', 'hexis', '安全']",3,"['man > eng', 'eng > man']",hexis,0,5,hope hexis is safe,hope hexis safety,hexis,5,0,5795,0,25.87262876350709,34.64471130410952,希望hexis安全,希望 hexis 安全,17.387168638976483,17.387168638976483,24.64724481570248,24.64724481570248
19574,NI27MBQ_0101,Interview,-1,27,"['你', '当', 'i', 'mean', 'touch', 'wood', ""let's"", 'say', '你', 'break', 'up', '你', '会', '觉得', '不', '只是', '你', '跟', '她', 'break']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,"you should be i mean touch wood say, you break up, you will feel that it is not just you break",you should be i mean touch wood say you break up you will feel more than you follow her break,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,你当我的意思是触摸木头说你分手你你会觉得不只是你跟她她跟她,你 当 我 的 意思 是 触摸 木头 说 你 拆散 你 会 觉得 不 只是 你 跟 她 休息,15.497336036929012,15.497336036929012,9.022446397772638,9.022446397772638
19577,NI27MBQ_0101,Interview,-1,27,"['我会', '觉得', '如果', '要', '的话', '就', '可能', '在', '学校', '找', '找', '一下', 'then', 'after', 'that', '就', '走', '了', '就', '走', '了']",21,"['man > eng', 'eng > man']",then,2,4,"i will feel that if i want it, i may find the then after that, and i will leave and leave","i will feel that if i want it, i may find it at school then after that just leave",然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，此之后就就的话就的话就,我会 觉得 如果 要 的话 就 可能 在 学校 找 找 一下 然后 在 那 之后 就 走 了 就 走 了,13.197528675629448,12.667537305008404,11.333302491915799,16.88455792848474
19579,NI27MBQ_0101,Interview,-1,27,"['我', 'complain', '也', '可以', 'complain', '哭', '也', '哭', '过', '了', 'scream', '也', 'scream', '过', '了']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",complain,1,8,i complain can also cry and cry and cry on scream,i complain as well complain crying and crying scream also scream pass,抱怨,2,1,3233092,191022,16.74873857908498,17.101332026683295,我抱怨也可以抱怨哭哭也哭了s尖叫也尖叫,我 抱怨 也 可以 抱怨 哭 也 哭 过 了 尖叫 也 尖叫 过 了,17.418557537545073,17.418557537545073,24.630613914888233,24.630613914888233
19587,NI27MBQ_0101,Interview,-1,27,"['没有', 'i', 'mean', '欣妙', 'actually', '欣妙', '我', '觉得', '是', '一个', '很', '好', '的', '朋友']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"no mean xinmiao actually, i think it's a good friend",no i mean pleasant actually i feel like a good friend,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,没有我的意思是欣妙实际上是欣妙欣妙我觉得一个很好的的,没有 我 是 说 欣妙 实际上 欣妙 我 觉得 是 一个 很 好 的 朋友,14.884309751648164,17.4770238042079,5.422421431457733,5.422421431457733
19588,NI27MBQ_0101,Interview,-1,27,"['我会', '我', '给', '那个', '人', '太', '多', '空间', 'i', 'mean']",10,['man > eng'],i,2,1,i will give that person too much space i mean,i will give that person too much space i mean,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我的意思是我的意思,我会 我 给 那个 人太多 空间 我 是 说,15.301368854755417,15.301368854755417,8.264815918135724,17.39918205973883
19594,NI27MBQ_0101,Interview,-1,27,"['燕青', 'winson', 'winson', '燕青', '燕青', 'winson', '那种', '我会', '觉得', '我会', '死']",11,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",winson,0,6,yanqing winson winson yan qing yan qing winson i think i will die,yanqing winson winson yan qing yanqing winson i think i will die in that kind,温森,2,0,10033,0,25.080756274451662,34.64471130410952,Winson Winson燕青温森温森（Winson）那那那我会觉得觉得我会,燕青 温森 温森燕 青燕青 温森 那种 我会 觉得 我会 死,16.882201352694224,16.882201352694224,18.45937208929404,18.45937208929404
19599,NI27MBQ_0101,Interview,-1,27,"['白色', '的', 'honda', '因为', '不', '可以', '讲', '这个']",8,"['man > eng', 'eng > man']",honda,0,5,white honda is not allowed to talk about this,white honda because you can't talk about this,本田,2,0,451673,15507,19.58830255968844,20.72407931644226,白色本田因为因为不讲这个讲,白色 的 本田 因为 不 可以 讲 这个,17.532724565731733,17.532724565731733,23.05786732212519,19.51581764150069
19607,NI27MBQ_0101,Interview,-1,27,"['超', '喜欢', '看', '偶像剧', '的', 'actually', '你', '有', '看', '下', '一站', '幸福', '吗']",13,"['man > eng', 'eng > man']",actually,2,8,"actually who likes to watch idol dramas, do you read the next stop?",i like to watch idol dramas actually have you seen the next stop happy?,实际上,3,2,32871581,1715,13.40288419887134,23.900718443049342,实际上是你喜欢的的的你有看下一站站,超 喜欢 看 偶像剧 的 实际上 你 有 看 下 一站 幸福 吗,18.274197187115114,12.628584043974946,12.495082065504803,15.193642048566316
19629,NI27MBQ_0101,Interview,-1,27,"['对', 'i', 'mean', '他', '我', '觉得', '他', '他', '刚才', '他', '跟', '我', '讲过', '他', '喜欢', '的', '他', '叫', '我', '不要', '跟', '人家', '讲']",23,"['man > eng', 'eng > man']",i,2,1,"to i mean he, i think he told me just now, he told me not to tell others",right i mean he i think he told me just now that he liked him and told me not to tell others,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,对我的意思是他他觉得刚才他跟过他的他叫叫不不跟跟跟人家,对 我 是 说 他 我 觉得 他 他 刚才 他 跟 我 讲 过 他 喜欢 的 他 叫 我 不要 跟 人家 讲,17.594608764211387,15.379464062338123,5.365140428739162,5.365140428739162
19633,NI27MBQ_0101,Interview,-1,27,"['可以', '可以', 'i', 'mean', '我', '可以', '帮', '他', '我们', '两个', '一起', '去', 'then', '叫', 'cynthia', '跟', '她', 'roomie', '一起', '去', 'then', '给', '他们', '制造', '一下', 'then', '我们', '去', '找', '事情', '马上', '走']",32,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",i,2,1,"you mean, i can help him go to the two to call cynthia with her roomie to the.","ok, ok i mean i can help him go together then call cynthia follow her roomie go together then create them then we go to find something and go immediately",我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我的意思是我我他他两一起去一起一起一起叫叫叫叫叫她,可以 可以 我 是 说 我 可以 帮 他 我们 两个 一起 去 然后 叫 辛西娅 跟 她 室友 一起 去 然后 给 他们 制造 一下 然后 我们 去 找 事情 马上 走,14.884309751648164,14.593057380579248,8.264815918135724,12.543570588941826
19637,NI27MBQ_0101,Interview,-1,27,"['那时', 'exam', 'right']",3,['man > eng'],exam,0,4,"at that time, exam right",at that time exam right,考试,2,0,1754929,1366355,17.630240476167963,14.262810368140752,那时考试权利,那时 考试 权利,17.252010679351038,17.013582612268593,19.92123903391312,19.92123903391312
