sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,dep_surp_zh,ngram_surp_eng,dep_surp_eng,cs_back_word,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,PIT,687,PIT_1258,房间 位 于 house 三 层 楼 的 第三 层 。,The room is on the third floor of a three-story house.,房间 位于 独栋 住宅 三 层 楼 的 第三 层 。,2,house,位于,房间,The room,The room house,房间 位于,nmod floor house,mark 位 于,37.72210858043050,8.30273283,VV,NNP,2,5,11,3.03625,5.196953,6.7056246,3.6325114,三,,0,root,5.415995 3.03625 7.230704 0.8184459 3.527018 1.949523 3.089462 1.605426 10.51329 3.734745 1.171998,3.8266233545454500,6.694125154705800,9.179031804493800,5,0,1,0,5.415995,3.03625
code-switch,PIT,702,PIT_1583,up up 房子 依然 available,The house is still available,顶顶 房子 依然 有效,4,available,有效,房子,house,house available,房子 有效,root available,root 有效,35.33843024877960,8.86028122,VA,JJ,2,9,4,2.427818,4.2664504,2.3709662,3.1592522,房子,,0,root,6.527233 5.347727 4.920974 2.427818,4.805938000000000,8.323365694436080,11.319097967990100,9,0,1,0,4.920974,2.427818
code-switch,PIT,711,PIT_2600,近 学校 shuttle 站 。,Close to the school shuttle station.,近 学校 摆渡 车站 。,3,shuttle,摆渡,学校,The school,The school shuttle,学校 摆渡,compound shuttle station,nmod 摆渡 车站,44.1211263446905,12.7959533,VV,NN,2,7,5,6.850978,5.522131,6.649292,4.3312664,站,,0,root,3.897481 4.649146 6.850978 3.961703 0.8276999,4.037401580000000,10.066334999494700,,7,0,1,0,4.649146,6.850978
code-switch,PIT,713,PIT_2977,有 车库 ， drive way 也 可以 停车,There is a garage and Drive Way for parking,有 车库 ， 车道 也 可以 停车,4,drive,车道,，,.,. drive,， 车道,conj garage drive,nsubj 车道 停车,40.97085915556930,9.84742721,NN,VB,2,5,7,5.6266,4.950583,4.127321,4.5789595,也,,7,nsubj,2.715695 5.391269 0.6238034 5.6266 2.957006 1.555099 6.25849,3.5897089142857100,9.304194947447810,12.012245148550000,5,3,0,1,5.391269,5.6266
code-switch,PIT,723,PIT_3995,single house : 全新 装修 ！,Single House: All new!,单独 住宅 ： 全新 装修 ！,1,single,单独,<s>,<s>,<s> single,<s> 单独,amod single house,amod 单独 住宅,37.600122756759600,8.74658422,JJ,JJ,2,6,6,5.001022,3.346374,5.339269,2.421619,全新,,2,amod,5.001022 5.068051 3.306709 5.052139 3.38038 4.541451,4.391625333333330,10.220485679322000,9.239656426310240,6,1,0,,,5.001022
code-switch,PIT,726,PIT_1190,lease 可以 从 八月 一日 起 一 年,Lease will be available for a year from August 1st,合同 可以 从 八月 一日 起 一 年,1,lease,合同,<s>,<s>,<s> lease,<s> 合同,nsubj lease available,nsubj 合同 起,35.49927516633570,11.2462142,NN,NN,2,5,8,5.336814,4.320564,6.4799466,4.802618,可以,,6,nsubj,5.336814 4.249107 1.892201 4.241366 10.51329 3.406034 2.784322 2.189205,4.326542375000000,7.34880605443795,9.815020571213800,5,5,0,,,5.336814
code-switch,PIT,735,PIT_4049,匹 大 房产 college gardens 两 室 两 卫 的 apartment 。,"This two-bedroom, two-bath apartment is located in College Gardens.",匹 大 房产 学校 花园 两 室 两 卫 的 公寓 。,11,apartment,公寓,的,the,the apartment,的 公寓,nsubj:pass apartment located,root 公寓,39.049879525011100,10.6919116,NN,NN,2,9,12,4.186791,4.8496685,4.557997,4.347122,两,,5,dobj,5.086936 1.532987 4.207884 3.987991 5.285197 3.101231 4.034931 3.3729 5.132017 1.523546 4.186791 0.9079973,3.5300340250000000,7.630218513876140,7.358284798392490,9,6,0,0,1.523546,4.186791
code-switch,PIT,742,PIT_3399,房租 $600 / 月 ， all utility included （ i.,"Rent: $600 / month, all utility included (I.",房租 $600 / 月 ， 包括 所有 水电气 费用 （ i 。,6,all,包括,，,.,. all,， 包括,det all utility,root 包括,34.645010734748600,6.19945187,VV,DT,2,3,12,3.533635,2.1671863,3.1844795,2.239367,,,0,root,6.258925 10.51329 3.159547 3.459783 0.7323937 3.533635 2.688487 7.948246 1.353351 1.919452 4.290681 2.657888,4.042973225,9.815020571213800,8.578257944064870,3,0,1,1,3.459783,3.533635
code-switch,PIT,746,PIT_430,manager 联系 方式 ：,Contact information of Manager:,经理 联系 方式 ：,1,manager,经理,<s>,<s>,<s> manager,<s> 经理,nmod information manager,nmod 经理 方式,36.53866609315120,10.3136313,NN,NN,2,7,4,6.100998,4.7386193,7.938411,3.5686603,联系,,2,compound:nn,6.100998 4.739228 4.424437 1.962407,4.306767500000000,9.93280360687018,10.913632859881900,7,1,0,,,6.100998
code-switch,PIT,750,PIT_2666,房东人 很 nice 。,The landlord is very nice.,房东人 很 好 。,3,nice,好,很,very,very nice,很 好,root nice,root 好 ,33.99205262349190,10.3470245,VA,JJ,1,4,4,3.559633,4.301361,7.8276305,4.5009704,,,0,root,10.51329 3.645963 3.559633 1.655329,4.84355375,7.792737443373910,6.786498474836820,4,0,1,0,3.645963,3.559633
code-switch,PIT,757,PIT_88,具体 email 沟通 em@35,Please email em@35 for details,具体 电子 邮件 沟通 em@35,2,email,电子,具体,specific,specific email,具体 电子,root email,nmod 电子 邮件,35.90769709532250,12.6437008,NN,NN,2,5,5,4.890604,3.3498974,5.3676314,6.1919107,沟通,,3,compound:nn,4.317929 4.890604 4.005394 5.178629 10.51329,5.781169200000000,7.630218513876140,10.220485679322000,5,1,0,0,4.317929,4.890604
code-switch,PIT,758,PIT_1807,apartment 周边 环境 安静 ， 治安 也 比较 好 。,The apartment is quiet and safe.,公寓 周边 环境 安静 ， 治安 也 比较 好 。,1,apartment,公寓,<s>,<s>,<s> apartment,<s> 公寓,nsubj apartment quiet,nmod 公寓 环境,39.049879525011100,10.6919116,NN,NN,2,9,10,4.876083,4.405602,4.3520617,4.9383836,周边,,3,compound:nn,4.876083 5.089457 4.53547 3.759459 0.8059883 5.154499 2.951572 2.917956 1.845718 0.6697536,3.26059559,7.630218513876140,7.358284798392490,9,2,0,,,4.876083
code-switch,PIT,759,PIT_1012,这个 studio 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,"The studio is on the third floor, not facing the main road, so it is quiet and not noisy.",这个 工作室 在 三 楼 ， 也 不 面向 大 马路 ， 不 吵 ， 很 安静 。,2,studio,工作室,这个,this,this studio,这个 工作室,nsubj studio floor,nmod 工 作室,46.51902161748890,11.36796,NN,NN,3,6,18,4.031903,4.040477,3.6559963,3.6858747,在,,9,nsubj,2.896868 4.031903 1.751046 3.148135 1.998259 0.9360235 2.432167 1.861036 5.323735 2.965518 3.339827 1.946915 2.98747 6.049088 1.064017 3.69389 3.751953 0.8566467,2.8352498444444400,9.121873390653850,,6,7,0,0,2.896868,4.031903
code-switch,PIT,760,PIT_3617,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio 。,"Independent bathroom, independent large cloakroom, basically can be regarded as a studio without a kitchen.",独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 工作室 。,16,studio,工作室,的,the,the studio,的 工作室,obl regarded studio,nmod 工 作室,46.51902161748890,11.36796,NN,NN,3,6,17,4.288312,4.040477,3.7083845,5.2204466,,,10,dobj,3.954597 3.56626 1.063136 4.077849 3.568967 7.921789 0.5797836 4.046279 1.81923 3.212769 0.90309 5.844622 3.467963 5.647944 1.202862 4.288312 0.8282301,3.2937460411764700,9.121873390653850,,6,6,0,0,1.202862,4.288312
code-switch,PIT,763,PIT_920,免费 室外 停车 ， 收费 室内 garage,"Free outdoor parking, charge for indoor garage",免费 室外 停车 ， 收费 室内 车库,7,garage,车库,室内,indoor,indoor garage,室内 车库,nmod charge garage,obj 收费 车库,41.44716963998450,12.0198665,NN,NN,2,6,7,5.984516,4.8877316,5.122342,3.690018,,,5,dobj,4.772542 6.090445 5.490191 0.982902 4.765167 5.651597 5.984516,4.819622857142860,9.614349875751650,9.373187818934760,6,2,0,0,5.651597,5.984516
code-switch,PIT,764,PIT_2450,house 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,"The house is far away from the main road, so it is quiet at night to ensure a high quality of sleep.",独 栋 住宅 远离 主要 干道 ， 夜间 安静 保证 睡眠 质量 高 。,1,house,独,<s>,<s>,<s> house,<s> 独,nsubj house away,nummod 独 栋,37.47936305268970,8.30273283,NN,NNP,1,5,14,5.249664,6.423801,3.4567983,3.5520854,远离,,3,compound:nn,5.249664 3.342417 0.328867 6.475681 2.834669 2.777953 0.5672979 5.111284 5.99648 5.142036 5.452429 2.180543 2.683445 1.09073,3.516678278571430,6.694125154705800,10.066334999494700,5,2,0,,,5.249664
code-switch,PIT,770,PIT_3145,本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 living room ！,"I want to move to other places because of graduation, so can only reluctantly give up love, now rent super big and independent living room!",本人 因为 毕业 要 搬到 其它 地方 ， 所以 只 能 忍痛 割爱 了 ， 现 出租 超级 大 而且 独立 的 客厅 ！,23,living,客厅,的,the,the living,的 客厅,compound living room,obj 出租 客厅,39.6219352948563,8.86112033,NN,VBG,2,6,24,4.02017,5.524128,2.8384914,3.344462,,,17,dobj,5.073573 2.885221 4.155056 4.495595 4.050945 4.139181 1.845567 1.005752 2.092969 2.559675 3.634436 7.015036 7.222087 2.776276 1.691816 4.095883 6.250584 4.643155 2.367184 4.052665 3.872523 0.872935 4.02017 4.548276,3.723606666666670,8.644949318563540,7.630218513876140,6,6,0,0,0.872935,4.02017
code-switch,PIT,771,PIT_2101,conditions : 三 层 house 里面 最 大 的 一 间 卧室 。,Conditions: Largest bedroom in the three-storey house.,情况 ： 三 层 独 栋 住宅 里面 最 大 的 一 间 卧室 。,1,conditions,情况,<s>,<s>,<s> conditions,<s> 情况,root conditions,nsubj 情况 卧室,34.043922179135800,8.7355669,NN,NNS,2,10,15,5.211875,3.5521407,8.248479,4.6215935,三,,5,dep,5.211875 2.203794 3.549605 2.026825 5.959652 3.272605 0.328867 5.31627 2.232765 3.123957 1.5512 2.468839 2.084732 3.260066 0.8193536,2.89402704,12.012245148550000,9.121873390653850,10,4,0,,,5.211875
code-switch,PIT,772,PIT_2096,二 层 是 三 个 卧室 和 一 间 bathroom 。,There are three bedrooms and a bathroom on the second floor.,二 层 是 三 个 卧室 和 一 间 浴室 。,10,bathroom,浴室,间,between,between bathroom,间 浴室,conj bedrooms bathroom,conj 卧室 浴室,40.402814183789400,11.5854798,NN,NNP,2,8,11,3.666576,4.846951,1.2626079,4.8359127,,,0,root,3.222314 2.369772 1.7939 2.754564 0.7152783 4.714 1.365063 2.57814 1.695744 3.666576 1.06923,2.3585983,8.61104776688786,9.709660055555970,8,0,1,0,1.695744,3.666576
code-switch,PIT,773,PIT_758,两 位 非常 nice 的 男生 ， 分别 为 pitt 和 duquesne 研究生 。,"Two very nice guys, Pitt and Duquesne graduate students.",两 位 非常 好 的 男生 ， 分别 为 匹兹堡 大学 和 杜肯 大学 研究生 。,4,nice,好,非常,very,very nice,非常 好,amod nice guys,amod 好 男生 ,33.99205262349190,10.3470245,JJ,JJ,1,4,16,1.956393,2.8798943,2.4234369,3.811771,的,,6,amod,3.065489 1.402746 3.400931 1.956393 0.4098309 4.885149 0.8025106 3.009362 3.150013 5.057011 2.563358 2.079754 7.132332 0.5129561 3.773072 1.389565,2.7869045375,7.792737443373910,6.786498474836820,4,2,0,0,3.400931,1.956393
code-switch,PIT,774,PIT_1898,别 说 自己 没 天赋 ， have fun 不 需要 天赋 !,"Don't say you don't have talent, have fun doesn't need talent!",别 说 自己 没 天赋 ， 娱乐 不 需要 天赋 ！,7,have,娱乐,，,.,. have,， 娱乐,ccomp say have,nsubj 娱乐 需要,37.39202070804620,5.85644676,NN,VBP,2,4,11,5.136436,4.4208307,2.9238555,2.9493215,不,,9,nsubj,3.640749 4.591408 1.983635 3.559279 5.733772 0.5641779 5.136436 4.732367 1.702106 5.811198 4.724103,3.8344755363636400,12.012245148550000,10.913632859881900,4,2,0,1,5.733772,5.136436
code-switch,PIT,787,PIT_107,female only ， 有意 请 联系 我 。,"Female only, please contact me if you are interested.",仅限 女生 ， 有意 请 联系 我 。,1,female,仅限,<s>,<s>,<s> female,<s> 仅限,advmod female contact,nmod 仅限 女生,46.11696366770230,9.73364737,NN,NN,2,6,8,5.592087,5.806431,5.500969,6.0455503,有意,,2,compound:nn,5.592087 5.263607 0.9292351 4.737154 2.669252 3.677845 4.016349 2.131696,3.6271531375000000,12.012245148550000,11.319097967990100,6,1,0,,,5.592087
code-switch,PIT,788,PIT_1109,phone : pn-18 请 短信 ( prefer ),Phone: PN-18 please text (prefer),电话 ： pn-18 请 短信 （ 更加 倾向 ）,7,prefer,更加,(,(,( prefer,( 更加,parataxis text prefer,advmod 更加 倾向,35.819035375233700,10.7546815,AD,VB,2,6,9,5.78516,2.7122147,7.304505,4.31854,pn-18,,8,advmod,4.575053 0.5698753 10.51329 4.115591 5.668606 1.790832 5.78516 2.682945 2.693923,4.2661417000000000,9.527338498762020,12.012245148550000,6,1,0,1,5.668606,5.78516
code-switch,PIT,789,PIT_3544,首先 是 容易 找到 month to month 的 一 月 付 房租 。,"First, it is easy to find a month to month to pay rent.",首先 是 容易 找到 月 到 月 的 一 月 付 房租 。,5,month,月,找到,find,find month,找到 月,obj find month,obl 月 到,32.88193675789680,9.55026805,NN,NN,1,5,13,4.756492,1.5682895,3.4880435,4.7203956,的,,4,dobj,3.714715 1.224159 4.216402 2.3629 4.756492 2.567739 4.750083 2.253656 1.611405 4.779193 4.708028 2.731647 1.107018,3.137187461538460,9.709660055555970,7.885110763504930,5,1,0,0,2.3629,4.756492
code-switch,PIT,790,PIT_1579,访 学 的 同学 没 听说 谁 不 签 一 年 lease 就 找 不 到 房子 住 马路 的 。,The visiting students never heard that anyone could not find a house to live on the street without signing a lease for one year.,访 学 的 同学 没 听说 谁 不 签 一 年 合同 就 找 不 到 房子 住 马路 的 。,12,lease,合同,年,years,years lease,年 合同,obj signing lease,obj 签 合同,35.49927516633570,11.2462142,NN,NN,2,5,21,2.988035,5.5680537,4.4297132,4.4593215,就,,9,dobj,5.387967 2.239168 1.835326 4.176443 4.759607 2.911761 4.895833 2.188397 4.000701 2.277452 0.4045706 2.988035 4.022347 3.518727 2.463389 3.536628 5.039375 2.636307 5.649957 1.185097 2.172097,3.251865933333330,7.34880605443795,9.815020571213800,5,3,0,0,0.4045706,2.988035
code-switch,PIT,792,PIT_3551,另 所 有 utility 全 包 。,The other utility is full package.,另 所有 水电气 全 包 。,2,utility,所有,另,On the other,On the other utility,另 所有,nsubj utility package,det 所有 水电气,34.96923457787340,10.8449231,DT,NN,2,7,6,4.988169,1.3887893,4.9928894,5.092224,全,,3,det,3.093914 4.988169 7.847815 4.06247 4.892569 1.164418,4.341559166666670,8.041953234997890,8.205582658779700,7,1,0,0,3.093914,4.988169
code-switch,PIT,796,PIT_3132,相当于 免 了 半 个 月 的 房租 ~ 包 水 和 trash ， 免费 停车,"It is equivalent to free half a month's rent, including water and trash, and free parking",相当于 免 了 半 个 月 的 房租 ~ 包 水 和 垃圾 ， 免费 停车,13,trash,垃圾,和,and,and trash,和 垃圾,conj water trash,conj 水 垃圾,38.27016949570090,12.3519713,NN,NN,2,5,16,4.606777,3.1981108,7.9449205,3.3237853,免费,,10,dobj,5.048018 5.152419 2.248268 3.274513 0.7846821 0.595463 0.8548493 4.116363 5.073283 5.788607 4.397499 1.695719 4.606777 1.237925 4.618295 2.53409,3.25167315,12.012245148550000,9.93280360687018,5,3,0,0,1.695719,4.606777
code-switch,PIT,798,PIT_1775,非常 方便 ， center 上 就 有 个 giant eagle .,It's very convenient. There's a Giant Eagle in the center.,非常 方便 ， 中心 上 就 有 个 大 老鹰 。,4,center,中心,，,.,. center,， 中心,nmod eagle center,nsubj 中心 有,34.84679755067360,9.36349353,NN,NNP,2,6,11,4.161664,2.7622972,8.735376,4.42032,上,,7,advmod:loc,4.495176 2.787409 0.6532125 4.161664 4.292748 2.926403 0.90309 3.245939 2.037853 5.154819 1.335851,2.9085604090909100,9.709660055555970,10.625950787430100,6,3,0,1,2.787409,4.161664
code-switch,PIT,800,PIT_1739,非常 适合 读 summer 但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,Ideal for summer students who don't have dorm rooms and for any new academic in Pittsburgh!,非常 适合 读 暑 校 但 没有 宿舍 住 的 匹 大学生 和 初 到 匹兹堡 的 任何 学者 ！,4,summer,暑,读,read,read summer,读 暑,compound summer students,compound 暑 校,41.691647096622500,9.54661006,NN,NN,1,6,20,6.640615,5.430505,4.040439,3.2459435,但,,5,compound:nn,4.495176 5.640717 4.753507 6.640615 4.70909 3.415382 1.992793 4.918936 3.24387 1.10471 6.029829 4.288311 1.756589 4.881511 1.490235 4.561521 1.168184 3.607027 4.220382 4.847697,3.888304100000000,9.527338498762020,12.012245148550000,6,1,0,0,4.753507,6.640615
code-switch,PIT,802,PIT_561,之后 可以 和 公司 再 签 下 一 年 的 lease 。,"After that, the lease can be signed with the company for another year.",之后 可以 和 公司 再 签 下 一 年 的 合同 。,11,lease,合同,的,the,the lease,的 合同,nsubj:pass lease signed,obj 签 合同 ,35.49927516633570,11.2462142,NN,NN,2,5,12,2.485252,5.5680537,4.1546173,4.233201,,,6,dobj,3.103395 2.874492 2.316493 3.763011 3.567293 3.892347 4.095631 1.573802 1.505814 0.9528666 2.485252 0.4914601,2.551821391666670,7.34880605443795,9.815020571213800,5,5,0,0,0.9528666,2.485252
code-switch,PIT,814,PIT_3439,apartment 是 一 个 house 的 第二 层 ， 一共 有 三 层,The apartment is the second floor of a house. There are three floors,公寓 是 一 个 独 栋 住宅 的 第二 层 ， 一共 有 三 层,1,apartment,公寓,<s>,<s>,<s> apartment,<s> 公寓,nsubj apartment floor,nsubj 公寓 有,39.049879525011100,10.6919116,NN,NN,2,9,15,4.876083,4.286975,4.3520617,4.9383836,是,,2,nsubj,4.876083 2.042038 0.894294 6.566783 6.088486 3.272605 0.328867 2.328189 2.887524 2.387265 1.162412 3.906875 0.6183102 1.307129 1.977674,2.7096356133333300,7.630218513876140,7.358284798392490,9,1,0,,,4.876083
code-switch,PIT,820,PIT_573,已 添加 房间 照片 ， still available .,"The room photo has been added, still available.",已 添加 房间 照片 ， 依旧 有效 。,6,still,依旧,，,.,. still,， 依旧,advmod still available,advmod 依旧 有效,39.02435307077790,7.79980118,AD,RB,2,5,8,4.843208,3.5349383,3.4477258,1.9604781,,,7,advmod,3.881124 4.641695 5.140621 4.911899 0.7388616 4.843208 4.087103 1.15321,3.6747152,10.625950787430100,11.319097967990100,5,1,0,1,4.911899,4.843208
code-switch,PIT,825,PIT_3561,停车 有 很 大 的 garage 。,There's a lot of garage parking.,停车 有 很 大 的 车库 。,6,garage,车库,的,the,the garage,的 车库,compound garage parking,obj 有 车库 ,41.44716963998450,12.0198665,NN,NN,2,6,7,5.033697,3.6569927,4.876237,4.0667686,,,2,dobj,5.804013 3.348176 2.937441 3.943454 1.502383 5.033697 1.310717,3.411411571428570,9.614349875751650,9.373187818934760,6,4,0,0,1.502383,5.033697
code-switch,PIT,827,PIT_4428,垃圾 有 人 每天 清理 ， 相 比较 住 house 简直 省 时 省力 。,"Someone has to clean up the garbage every day. Compared with living in a house, it saves time and energy.",垃圾 有 人 每天 清理 ， 相 比较 住 独 栋 住宅 简直 省 时 省力 。,10,house,独,住,live,live house,住 独,obl living house,nummod 独 栋,37.47936305268970,8.30273283,VV,NNP,1,5,17,5.52434,6.423801,8.638679,4.4935017,简直,,16,dep,4.876083 2.808627 3.160381 4.079984 4.45825 1.159128 4.701838 5.116533 5.229883 5.52434 3.272605 0.328867 7.276063 4.027618 3.796754 8.283291 0.6592029,4.044673405882350,6.694125154705800,10.066334999494700,5,6,0,0,5.229883,5.52434
code-switch,PIT,828,PIT_1688,无需 security deposit 。,No security deposit is required.,无需 保证金 。,2,security,保证金,无需,Don't need to,Don't need to security,无需 保证金,compound security deposit,xcomp 无需 保证金,39.028332700353600,9.63175018,NN,NN,3,8,3,6.326488,5.228038,3.6417081,3.2748713,,,1,dobj,5.976814 6.326488 0.8771746,4.3934922,10.066334999494700,12.012245148550000,8,1,0,0,5.976814,6.326488
code-switch,PIT,829,PIT_1970,这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 apartment 。,"This is an apartment with two bedrooms, one bathroom, one living room and one kitchen.",这 是 一 个 两 室 一 卫生间 一 客厅 一 个 厨房 的 公寓 。,15,apartment,公寓,的,the,the apartment,的 公寓,root apartment,root 公寓,39.049879525011100,10.6919116,NN,NN,2,9,16,4.139124,4.8496685,3.9303598,5.181238,,,0,root,2.328403 0.8585079 1.036843 6.566783 3.985012 3.979952 0.9280026 7.684779 3.107257 6.966456 2.953871 5.279712 4.850151 1.215727 4.139124 0.9079973,3.5492861125,7.630218513876140,7.358284798392490,9,0,1,0,1.215727,4.139124
code-switch,PIT,830,PIT_2135,important ] 咨询,Important] consulting,重要 】 咨询,1,important,重要,<s>,<s>,<s> important,<s> 重要,amod important consulting,root 重要,33.99160746642530,8.11491988,JJ,JJ,2,9,3,4.505727,3.574176,8.248479,2.7136075,咨询,,3,amod,4.505727 6.166343 5.242479,5.304849666666670,12.012245148550000,10.402807236115900,9,2,0,,,4.505727
code-switch,PIT,831,PIT_1817,我 这 件 卧室 大小 是 大概 可以 放下 两 张 king size 的 床 。,The size of my bedroom is about enough to fit two king size beds.,我 这 件 卧室 大小 是 大概 可以 放下 两 张 超大 号的 床 。,12,king,超大,张,zhang,zhang king,张 超大,compound king size,compound 超大 号,41.199202387891700,9.33099541,JJ,NNP,2,4,15,6.499616,6.5281982,4.6029277,4.1162496,的,,14,amod,3.527254 3.046913 2.045048 6.985725 4.899513 1.912312 6.476681 1.839619 4.335468 3.106825 2.23722 6.499616 10.51329 4.998963 1.049565,4.2316008,9.373187818934760,9.304194947447810,4,2,0,0,2.23722,6.499616
code-switch,PIT,840,PIT_3696,匹兹堡 apartment 卧室 招租 - 限 女生,Apartment Bedroom for Rent - Girls Only,匹兹堡 公寓 卧室 招租 - 限 女生,2,apartment,公寓,匹兹堡,Pittsburgh,Pittsburgh apartment,匹兹堡 公寓,compound apartment bedroom,nmod 公寓 卧室,39.049879525011100,10.6919116,NN,NN,2,9,7,5.44923,4.405602,6.1008515,4.0798454,卧室,,3,compound:nn,4.884516 5.44923 4.082415 7.253781 3.333905 5.075048 5.511045,5.084277142857140,7.630218513876140,7.358284798392490,9,1,0,0,4.884516,5.44923
code-switch,PIT,844,PIT_3360,非地毯 hard floor 。,Non carpet hard floor.,非 地毯 地板 。,1,hard,非,<s>,<s>,<s> hard,<s> 非,amod hard floor,case:pref 非 地板,35.21791113042620,8.86410226,VC,RB,1,4,4,3.733549,4.0550528,4.439355,3.1902611,,,3,cop,3.733549 6.130716 3.269805 1.398181,3.6330627500000000,10.913632859881900,10.402807236115900,4,2,0,,,3.733549
code-switch,PIT,847,PIT_852,人非常 nice,People are very nice,人 非常好,1,nice,人,<s>,<s>,<s> nice,<s> 人,root nice,nsubj 人 好,32.449927172699700,10.3470245,NN,JJ,1,4,2,4.002137,1.683593,3.092526,4.5009704,,,2,nsubj,4.002137 10.51329,7.2577135000000000,7.792737443373910,6.894251336133260,4,1,0,,,4.002137
code-switch,PIT,848,PIT_3672,也 有 校园 shuttle 停 靠 站 。,There are also campus shuttles.,也 有 校园 摆渡 车 停靠 站 。,4,shuttle,摆渡,校园,campus,campus shuttle,校园 摆渡,nsubj are shuttles,compound 摆渡 车,44.1211263446905,12.7959533,NN,NN,2,7,8,6.632114,5.2257986,7.2897034,5.07059,停,,5,compound:nn,3.370151 0.5101284 4.321469 6.632114 4.509482 3.580975 4.102707 1.078764,3.5132238000000000,10.066334999494700,,7,1,0,0,4.321469,6.632114
code-switch,PIT,849,PIT_833,house 中 的 一 个 最大 房间 ， 租金 为 ： 399$ / 月 。,"The largest room in the house, rent: $399 / month.",独 栋 住宅 中 的 一 个 最大 房间 ， 租金 为 ： 399$ / 月 。,1,house,独,<s>,<s>,<s> house,<s> 独,nmod room house,det 独 栋,37.47936305268970,8.30273283,VV,NNP,1,5,17,5.249664,6.9970264,8.883058,3.5441852,中,,0,root,5.249664 3.342417 0.328867 2.962918 3.20088 0.9431061 6.389151 3.482888 5.396754 0.6998174 5.382445 1.589945 2.51915 10.51329 3.159547 3.459783 0.96393,3.5049736764705900,6.694125154705800,10.066334999494700,5,0,1,,,5.249664
code-switch,PIT,851,PIT_4412,平时 非常 安静 ， 也 很 少 有 人 干扰 ， 基本 没 人 会 在 这里 开 party 什么 的 ， 非常 适合 学习 。,"Usually very quiet, and very few people interference, basically no one will hold a party here or anything, very suitable for study.",平时 非常 安静 ， 也 很 少 有 人 干扰 ， 基本 没 人 会 在 这里 开 聚会 什么 的 ， 非常 适合 学习 。,19,party,聚会,开,open,open party,开 聚会,obj hold party,xcomp 开 聚会,39.29010754950690,8.80624243,VV,NNP,2,5,26,5.516693,3.719243,3.1665976,3.8092492,什么,,13,dobj,4.662668 3.1015 3.362691 0.8222904 2.128207 2.778841 3.418889 3.025527 3.164377 5.367047 0.629897 4.142985 3.169287 2.983471 2.64256 1.165591 2.476793 2.870989 5.516693 5.096832 1.820754 1.074634 3.546728 5.525841 3.369659 0.8177379,3.0262495884615400,8.183603752060920,10.913632859881900,5,6,0,0,2.870989,5.516693
code-switch,PIT,852,PIT_3300,社区 ： squirrel hill ， 3-9 分钟 步行 可 达 bus stop,"Community: Squirrel Hill, 3-9 minutes walk to the bus stop",社区 ： 松鼠山 ， 3 - 9 分钟 步行 可 达 公交 站,12,bus,公交,达,reach,reach bus,达 公交,compound bus stop,compound 公交 站,39.73689897941280,10.8563339,NN,NN,2,3,13,4.65209,3.7089274,4.000027,3.4879868,3-9,,13,compound:nn,4.478143 2.235323 10.51329 1.197862 10.51329 2.785588 10.51329 3.923638 3.013113 2.895944 3.8604 4.65209 3.981897,4.966451384615380,7.869110422158480,8.456897087060600,3,1,0,0,3.8604,4.65209
code-switch,PIT,859,PIT_2751,二 楼 是 两 个 bedrooms 。,The second floor has two bedrooms.,二 楼 是 两 个 卧室 。,6,bedrooms,卧室,个,a,a bedrooms,个 卧室,obj has bedrooms,root 卧室,40.2431744402093,12.8337564,NN,NNS,2,8,7,4.601481,6.062364,7.796556,4.627803,,,0,root,3.222314 1.591621 1.601642 2.798994 0.4208078 4.601481 1.107018,2.1919825428571400,11.319097967990100,7.1602148846304,8,0,1,0,0.4208078,4.601481
