,sent_type,university,sent_id,aligned_to,sentence,eng_translation,cs_word_id,preceding_zh,first_cs_word_zh,,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,zh_deprel,preceding_eng,first_cs_word_eng,,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,eng_deprel,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_length_zh,cs_word_length_eng,cs_word_dep_dist,cs_word_pos_zh,cs_word_pos_eng,sentence_length_zh,dep_prob_eng,dep_prob_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_eng,dep_surp_zh,llm_surp_zh,llm_surp_eng
2017,non-code-switch,PSU,7895,PSU_1255,因为 马上 要 搬家 ， 各 种 生活 用品 甩卖 ！,"Because I am soon to move, all kinds of daily necessities are on sale!",8,种,生活,6.8863854,种 生活,compound:nn 生活 用品,compound:nn,daily,necessities,3.7389526,daily necessities,nmod kind necessities,nmod,49.030553498412900,0.000000000000002,-33.985389918718500,33.985389918718500,17.5128372,0.0000053,-12.1389737,12.1389737,2,11,1,NN,NNS,11,-3.6846225,-3.610664,12.4205316873922,12.4205317,-12.4205317,0.0001824,-3.7389526,3.7389526,9.8346522,-9.8346522,0.0010952,-2.9605253,2.9605253,6.8863854,3.6846225,3.610664,30.4812717437744,6.60838222503662
2019,non-code-switch,PSU,551,PSU_1261,房间 比较 小 ， 可能 适合 学业 比较 繁重 的 学生 。,The room is relatively small and may be suitable for students with a heavy academic workload.,7,适合,学业,7.1670523,适合 学业,nsubj 学业 繁重,nsubj,heavy,academic,4.7058153,heavy academic,amod academic workload,amod,56.58712114204450,0.00000000000000,-39.22320347561220,39.22320347561220,15.1894170,0.0000268,-10.5285016,10.5285016,2,8,2,NN,NNP,12,-3.318983,-5.2252674,16.1291348700669,15.6323801,-15.6323801,0.0000197,-4.7058153,4.7058153,19.281331,-19.281331,0.000002,-5.804259,5.804259,7.1670523,3.318983,5.2252674,24.3792200088501,6.98979330062866
2021,non-code-switch,PSU,790,PSU_1267,房间 内 基本 家具 齐全 ， 不 需 添置 任何 东西 即 可 愉快 生活 、 工作 。,"The basic furniture inside the room is complete, do not need to buy any thing to be able to live happily, work.",14,可,愉快,7.2138476,可 愉快,amod 愉快 生活,amod,live,happily,8.557223,live happily,advmod live happily,advmod,54.775028974545300,0.000000000000000,-37.967156898795400,37.967156898795400,16.7930694,0.0000088,-11.6400687,11.6400687,2,7,1,JJ,RB,18,-3.916603,-3.9307113,21.7929711141572,28.426479,-28.426479,0.000000,-8.557223,8.557223,15.5253020,-15.5253020,0.0000212,-4.6735816,4.6735816,7.2138476,3.916603,3.9307113,36.0039567947388,9.20337772369385
2023,non-code-switch,PSU,7641,PSU_1271,我 也 说 一 件 去年 刚刚 来 美国 的 时候 发生 的 事情 。,Let me also tell you something that happened when I just came to the United States last year.,9,来,美国,6.2711697,来 美国,dobj 来 美国,dobj,to,the United States,0.9561463,to the United States,obl came United States,obl,49.67967756473570,0.00000000000000,-34.43532843512370,34.43532843512370,4.39029524,0.04768584,-3.04312077,3.04312077,2,17,1,NR,DT,15,-4.8140926,-3.5844488,2.07490186691298,3.1762493,-3.1762493,0.1106251,-0.9561463,0.9561463,11.0561065,-11.0561065,0.0004697,-3.3282197,3.3282197,6.2711697,4.8140926,3.5844488,36.6738166809082,8.12939167022705
2025,non-code-switch,PSU,3721,PSU_1272,我 有 一 只 狗 狗 。,I have a dog.,6,只,狗,6.8863854,只 狗,dobj 有 狗,dobj,a,dog,8.124731,a dog,obj have dog,obj,56.4672320191287,0.0000000000000,-39.1401026680833,39.1401026680833,14.4453363,0.0000448,-10.0127441,10.0127441,1,3,4,NN,NN,7,-4.601869,-2.4776647,11.6629812662223,26.989772,-26.989772,0.000000,-8.124731,8.124731,13.333120,-13.333120,0.000097,-4.013669,4.013669,6.8863854,4.601869,2.4776647,22.9443130493164,11.556188583374
2027,non-code-switch,PSU,841,PSU_1275,几乎 全新 ， 没有 任何 污渍 。,"Almost new, without any stains.",2,几乎,全新,7.1670523,几乎 全新,root  全新,root,almost,new,7.3544564,almost new,root new,root,63.42027082953210,0.00000000000000,-43.95958191583830,43.95958191583830,10.7523278,0.0005797,-7.4529457,7.4529457,2,3,0,VA,NNP,7,-4.3859873,-6.3245955,24.4309753377842,24.4309753,-24.4309753,0.0000000,-7.3544564,7.3544564,12.1356335,-12.1356335,0.0002222,-3.6531897,3.6531897,7.1670523,4.3859873,6.3245955,22.5838675498962,9.86095142364502
2029,non-code-switch,PSU,7026,PSU_1276,如果 你 人 在 外地 ， 我们 可以 考虑 代办 入住 手续 。,"If you are out of town, we can consider checking in on your behalf.",10,考虑,代办,7.1807833,考虑 代办,nsubj 代办 入住,nsubj,we,can,1.7069777,we can,aux can consider,aux,56.82240787529940,0.00000000000000,-39.38629181139100,39.38629181139100,9.19392683,0.00170747,-6.37274446,6.37274446,2,3,1,NN,MD,13,-1.2200798,-5.9121494,5.67045717897621,5.6704572,-5.6704572,0.0196346,-1.7069777,1.7069777,20.9141195,-20.9141195,0.0000005,-6.2957773,6.2957773,7.1807833,1.2200798,5.9121494,16.4477667808533,3.26732921600342
2031,non-code-switch,PSU,5710,PSU_1279,环境 良好 ， 附近 有 公园 ；,"Good environment, park nearby;",6,有,公园,7.289942,有 公园,dobj 有 公园,dobj,"environment,",park,4.277851,"environment, park",nsubj park nearby,nsubj,54.589662455960200,0.000000000000000,-37.838670619067900,37.838670619067900,15.5612938,0.0000207,-10.7862669,10.7862669,2,4,1,NN,NNP,7,-3.6646907,-2.4776647,19.3838736473071,14.210713,-14.210713,0.000053,-4.277851,4.277851,17.478517,-17.478517,0.000005,-5.261558,5.261558,7.289942,3.6646907,2.4776647,24.0799512863159,13.4466876983643
2033,non-code-switch,PSU,8199,PSU_1287,有意 ， 请 联系 wl .,"If interested, please contact WL.",1,<s>,有意,7.3514414,<s> 有意,root  有意,root,if,interested,7.654857,if interested,advcl interested contact,advcl,55.1050158056093,0.0000000000000,-38.1958863403693,38.1958863403693,14.17548855,0.00005404,-9.82569992,9.82569992,2,10,0,VV,JJ,6,-3.6787357,-4.3886137,27.4008541301884,25.428885,-25.428885,0.000000,-7.654857,7.654857,17.35671,-17.35671,0.00001,-5.22489,5.22489,7.3514414,3.6787357,4.3886137,15.3536865711212,14.8369903564453
2035,non-code-switch,PSU,7602,PSU_1291,你 好 ， 我 也 想 租 这个 房子 。,"Hello, I want to rent this house, too.",1,<s>,你,6.7433143,<s> 你,nsubj 你 好,nsubj,<s>,hello,8.248479,<s> hello,discourse Hello want,discourse,49.12542237591960,0.00000000000000,-34.05114801368510,34.05114801368510,17.3410542,0.0000060,-12.0199028,12.0199028,1,5,1,PN,UH,10,-3.2787447,-2.993422,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,14.2564175,-14.2564175,0.0000511,-4.2916093,4.2916093,6.7433143,3.2787447,2.993422,8.40181541442871,0.0
2037,non-code-switch,PSU,4554,PSU_1294,不过 打印机 没 问题,But the printer is fine,3,打印机,没,7.1735477,打印机 没,root 问题 没,root,<s>,but,4.4002748,<s> but,cc But fine,cc,51.25316486160810,0.00000000000000,-35.52598671859770,35.52598671859770,8.81279876,0.00222374,-6.10856661,6.10856661,1,3,0,VE,CC,4,-1.1703776,-3.844506,14.6173964833449,14.6173965,-14.6173965,0.0000398,-4.4002748,4.4002748,16.4973905,-16.4973905,0.0000108,-4.9662094,4.9662094,7.1735477,1.1703776,3.844506,9.4644889831543,0.0
2039,non-code-switch,PSU,1161,PSU_1295,机会 难得 ， 欢迎 咨询 ！,"Opportunity is rare, welcome to consult!",1,<s>,机会,7.3514414,<s> 机会,nsubj 机会 难得,nsubj,<s>,opportunity,6.0080094,<s> opportunity,nsubj Opportunity rare,nsubj,51.81759722783450,0.00000000000000,-35.91722142186430,35.91722142186430,13.8174943,0.0000693,-9.5775572,9.5775572,2,11,1,NN,NNP,6,-4.240833,-4.2511506,23.5459625356135,19.9581752,-19.9581752,0.0000010,-6.0080094,6.0080094,19.58250,-19.58250,0.00000,-5.89492,5.89492,7.3514414,4.240833,4.2511506,16.8641901016235,0.0
2041,non-code-switch,PSU,1639,PSU_1308,租金 大概 什么 价位 可以 接受 呢 ？,What is the acceptable rent level?,1,<s>,租金,7.3514414,<s> 租金,nsubj 租金 接受,nsubj,acceptable,rent,5.342713,acceptable rent,compound rent level,compound,55.246571018590700,0.000000000000000,-38.294004937140900,38.294004937140900,15.5717408,0.0000205,-10.7935082,10.7935082,2,4,5,NN,NN,8,-4.737682,-4.609147,17.595751507476,17.748108,-17.748108,0.000005,-5.342713,5.342713,19.676996,-19.676996,0.000001,-5.923366,5.923366,7.3514414,4.737682,4.609147,17.9456858634949,12.8293228149414
2043,non-code-switch,PSU,382,PSU_1310,大 两 房 两 卫 ， 客厅 宽敞 ， 房屋 保温 极好 。,"It has two bedrooms, two bathrooms, a spacious living room and excellent insulation.",3,两,房,7.1670523,两 房,compound:nn 房 卫,compound:nn,two,bedrooms,4.1457434,two bedrooms,root bedrooms,root,52.527117177711500,0.000000000000000,-36.409023174672600,36.409023174672600,18.5151967,0.0000027,-12.8337564,12.8337564,1,8,2,NN,NNS,13,-5.9143376,-4.412046,3.96544469718713,13.7718615,-13.7718615,0.0000715,-4.1457434,4.1457434,17.2026339,-17.2026339,0.0000066,-5.1785088,5.1785088,7.1670523,5.9143376,4.412046,28.5789451599121,10.4064197540283
2045,non-code-switch,PSU,247,PSU_1312,性价比 非常 高 的 代步 工具 。,Very cost-effective transportation tools.,5,的,代步,7.21781,的 代步,compound:nn 代步 工具,compound:nn,cost-effective,transportation,4.393279,cost-effective transportation,compound transportation tools,compound,61.329529666700300,0.000000000000000,-42.510390573540800,42.510390573540800,15.3054384,0.0000247,-10.6089215,10.6089215,2,14,1,NN,NN,7,-3.8520117,-5.687599,21.1157017292565,14.594157,-14.594157,0.000040,-4.393279,4.393279,19.6392744,-19.6392744,0.0000012,-5.9120107,5.9120107,7.21781,3.8520117,5.687599,18.4931383132935,10.8163938522339
2047,non-code-switch,PSU,6442,PSU_1315,冬天 房子 取暖 管道 根本 是 堵 得 ， 卧室 没 风 ， 楼 主 没 要求 他们 减少 房租 。,"The heating pipes were blocked in the winter, the bedrooms had no heat, and the landlord had not asked them to reduce the rent.",20,减少,房租,7.1670523,减少 房租,dobj 减少 房租,dobj,reduce,the rent,0.22675568,reduce the rent,obj reduce rent,obj,57.45611804263720,0.00000000000000,-39.82554622717340,39.82554622717340,4.39029524,0.04768584,-3.04312077,3.04312077,2,8,1,NN,DT,21,-5.4552393,-4.006786,1.81123000316755,0.75326606,-0.75326606,0.59325898,-0.22675568,0.22675568,19.861297,-19.861297,0.000001,-5.978846,5.978846,7.1670523,5.4552393,4.006786,21.3100953102112,0.0
2049,non-code-switch,PSU,3916,PSU_1317,如 有 兴趣 可以 电话 联系 814 .,"If you are interested, please contact 814.",2,如,有,5.3646317,如 有,root  有,root,you,are,1.4466319,you are,cop are interested,cop,46.490996609160200,0.000000000000010,-32.225103221061400,32.225103221061400,8.07822002,0.00370010,-5.59939543,5.59939543,1,3,0,VE,VBP,8,-1.0552932,-1.420219,4.80560715157029,4.8056072,-4.8056072,0.0357576,-1.4466319,1.4466319,5.2714959,-5.2714959,0.0258894,-1.5868784,1.5868784,5.3646317,1.0552932,1.420219,7.15421009063721,3.52271103858948
2051,non-code-switch,PSU,6326,PSU_1320,照片 在 链接 里面 了 。,The photo is in the link.,1,<s>,照片,6.734556,<s> 照片,nsubj 照片 在,nsubj,The,photo,4.355179,The photo,nsubj photo link,nsubj,53.63066899462950,0.00000000000000,-37.17394700517110,37.17394700517110,16.4628464,0.0000111,-11.4111756,11.4111756,2,5,1,NN,NN,6,-4.6588483,-3.872566,14.4675914783634,14.467591,-14.467591,0.000044,-4.355179,4.355179,16.6906836,-16.6906836,0.0000095,-5.0243964,5.0243964,6.734556,4.6588483,3.872566,16.9909353256226,12.5490760803223
2053,non-code-switch,PSU,7573,PSU_1322,对 新人 很 有用 ！,Useful for newcomers!,2,对,新人,7.324964,对 新人,nmod:prep 新人 有用,nmod:prep,for,newcomers,7.7837877,for newcomers,obl Useful newcomers,obl,55.877516834902400,0.000000000000000,-38.731343250803500,38.731343250803500,18.4167321,0.0000029,-12.7655059,12.7655059,2,9,2,NN,NNS,5,-5.437835,-4.6570168,14.8313691801784,25.8571830,-25.8571830,0.0000000,-7.7837877,7.7837877,13.4450133,-13.4450133,0.0000897,-4.0473523,4.0473523,7.324964,5.437835,4.6570168,15.9244518280029,12.0863351821899
2055,non-code-switch,PSU,1708,PSU_1325,老板 是 华人 留学生 。,The boss is a Chinese student.,3,是,华人,7.39772,是 华人,compound:nn 华人 留学生,compound:nn,a,Chinese,8.388383,a Chinese,amod Chinese student,amod,54.35642886283760,0.00000000000000,-37.67700541158310,37.67700541158310,13.86912061,0.00006683,-9.61334185,9.61334185,2,7,1,NN,JJ,5,-9.450481,-5.6263,27.8656051583755,27.865605,-27.865605,0.000000,-8.388383,8.388383,13.823569,-13.823569,0.000069,-4.161309,4.161309,7.39772,9.450481,5.6263,18.6252489089966,10.5977191925049
2057,non-code-switch,PSU,6734,PSU_1327,可以 呀 ， 同学 请 联系 我,"Yes, please contact me",1,<s>,可以,7.344206,<s> 可以,dep 可以 联系,dep,you,can,3.2965846,you can,aux can contact,aux,48.31466632986390,0.00000000000000,-33.48917474623970,33.48917474623970,9.19392683,0.00170747,-6.37274446,6.37274446,2,3,5,VV,MD,7,-1.2200798,-5.373635,17.044985795128,10.9510170,-10.9510170,0.0005051,-3.2965846,3.2965846,12.4344443,-12.4344443,0.0001807,-3.7431407,3.7431407,7.344206,1.2200798,5.373635,16.0846099853516,7.45591306686401
2059,non-code-switch,PSU,3629,PSU_1329,楼 主 一月 中旬 回国 ， 时间 比较 紧张 ， 价格 愿意 商量 。,"The owner of the building will return to China in the middle of January, so the price is negotiable.",2,楼,主,6.3825297,楼 主,nsubj 主 回国,nsubj,the,owner,4.061749,the owner,nsubj owner return,nsubj,50.80348411759360,0.00000000000000,-35.21429177873200,35.21429177873200,14.6630146,0.0000385,-10.1636272,10.1636272,1,5,3,NN,NN,14,-3.745461,-4.3694124,15.7299972368387,13.492838,-13.492838,0.000087,-4.061749,4.061749,17.269545,-17.269545,0.000006,-5.198651,5.198651,6.3825297,3.745461,4.3694124,9.41876983642578,12.8489370346069
2061,non-code-switch,PSU,811,PSU_1330,车主 习惯 清理 ， 因此 车 很 干净 ， 没有 任务 异味 。,"The owner is used to cleaning, so the car is clean, no task odor.",1,<s>,车主,7.3514414,<s> 车主,nsubj 车主 习惯,nsubj,<s>,The owner,3.469161,<s> The owner,nsubj:pass owner used,nsubj:pass,60.293234367646000,0.000000000000000,-41.792085408773800,41.792085408773800,4.39029524,0.04768584,-3.04312077,3.04312077,2,9,1,NN,DT,13,-4.197631,-5.351839,11.5243033915875,11.524303,-11.524303,0.000339,-3.469161,3.469161,21.578235,-21.578235,0.000000,-6.495696,6.495696,7.3514414,4.197631,5.351839,16.3417234420776,0.0
2063,non-code-switch,PSU,6860,PSU_1331,厨房 客厅 很 大 。,The kitchen and living room are large.,1,<s>,厨房,7.3514414,<s> 厨房,compound:nn 厨房 客厅,compound:nn,<s>,The kitchen,3.469161,<s> The kitchen,nsubj kitchen large,nsubj,55.793256709868900,0.000000000000000,-38.672938582702900,38.672938582702900,4.39029524,0.04768584,-3.04312077,3.04312077,2,11,1,NN,DT,5,-5.005439,-5.154626,11.5243033915875,11.524303,-11.524303,0.000339,-3.469161,3.469161,19.8574713,-19.8574713,0.0000011,-5.9776945,5.9776945,7.3514414,5.005439,5.154626,18.2954711914063,0.0
2065,non-code-switch,PSU,4387,PSU_1332,我 在 中国 已经 持有 驾照 ， 准备 在 美国 考 一 个 。,I already have a driver's license in China and plan to get one in the United States.,10,在,美国,6.3659606,在 美国,nmod:prep 美国 考,nmod:prep,in,the United States,0.9575953,in the United States,nmod one United States,nmod,49.67967756473570,0.00000000000000,-34.43532843512370,34.43532843512370,4.39029524,0.04768584,-3.04312077,3.04312077,2,17,1,NR,DT,14,-2.9312925,-4.566237,3.18106273060209,3.1810627,-3.1810627,0.1102566,-0.9575953,0.9575953,8.651556,-8.651556,0.002487,-2.604378,2.604378,6.3659606,2.9312925,4.566237,36.1607151031494,0.0
2067,non-code-switch,PSU,6393,PSU_1336,有 一 女生 “ 妹 ” “ 袜 ” 不分 ， 题目 叫 《 洗 妹子 》 。,"There is a girl ""younger sister"" ""socks"" not divided, the title is ""wash sister"".",12,，,题目,7.239988,， 题目,nsubj ， 题目,nsubj,the,topic,4.0593815,the topic,nsubj:pass topic called,nsubj:pass,55.518489563885400,0.000000000000000,-38.482484510153900,38.482484510153900,15.5565395,0.0000207,-10.7829715,10.7829715,2,5,1,NN,NN,18,-4.443801,-5.2021356,9.41054127762776,13.4849735,-13.4849735,0.0000872,-4.0593815,4.0593815,17.348846,-17.348846,0.000006,-5.222523,5.222523,7.239988,4.443801,5.2021356,34.7519102096558,11.2772073745728
2069,non-code-switch,PSU,316,PSU_1341,真的 ， 可以 先 看看 东西 ， 价格 好 商量 。,"Really, we can have a look at the things first. The price is easy to negotiate.",6,看看,东西,7.1670523,看看 东西,dobj 看看 东西,dobj,the,things,2.2755187,the things,nmod look things,nmod,51.052410505576500,0.000000000000000,-35.386834402729300,35.386834402729300,11.76493009,0.00028734,-8.15482812,8.15482812,2,6,1,NN,NNS,11,-4.525423,-4.88408,8.08641509172789,7.5591095,-7.5591095,0.0053025,-2.2755187,2.2755187,16.8042404,-16.8042404,0.0000087,-5.0585804,5.0585804,7.1670523,4.525423,4.88408,24.516218662262,9.13008308410645
2071,non-code-switch,PSU,708,PSU_1342,基本上 不 需 添置 任何 东西 即 可 愉快 生活 、 工作 。,It is basically possible to live and work happily without buying anything.,6,任何,东西,7.1807833,任何 东西,dobj 添置 东西,dobj,buying,anything,7.182247,buying anything,obj buying anything,obj,51.052410505576500,0.000000000000000,-35.386834402729300,35.386834402729300,12.75980471,0.00014418,-8.84442266,8.84442266,2,8,2,NN,NN,13,-5.4825273,-5.239613,8.82039543648607,23.858908,-23.858908,0.000000,-7.182247,7.182247,8.7422145,-8.7422145,0.0023352,-2.6316688,2.6316688,7.1807833,5.4825273,5.239613,27.7255449295044,4.14107799530029
2073,non-code-switch,PSU,3769,PSU_1343,因为 出行 日期 变更 ， 多 买 了 一 张 票 。,I bought an extra ticket because the travel date was changed.,2,因为,出行,7.2818627,因为 出行,compound:nn 出行 日期,compound:nn,the,travel,4.5216866,the travel,compound travel date,compound,58.12782026217520,0.00000000000000,-40.29113472682200,40.29113472682200,14.6413073,0.0000391,-10.1485809,10.1485809,2,6,1,NN,NN,12,-3.6675587,-4.837717,15.1716940696434,15.0207178,-15.0207178,0.0000301,-4.5216866,4.5216866,17.3640723,-17.3640723,0.0000059,-5.2271066,5.2271066,7.2818627,3.6675587,4.837717,21.8889942169189,11.1034641265869
2075,non-code-switch,PSU,4577,PSU_1344,给 雨 哥 顶 一 个,One for Brother Rain,2,给,雨,7.1735477,给 雨,compound:nn 雨 哥,compound:nn,the,rain,4.344373,the rain,compound rain brother,compound,55.18205462406840,0.00000000000000,-38.24928558017790,38.24928558017790,14.796663,0.000035,-10.256265,10.256265,1,4,1,NN,NN,6,-3.8715951,-4.7814794,21.2904776677272,14.431695,-14.431695,0.000045,-4.344373,4.344373,18.318616,-18.318616,0.000003,-5.514453,5.514453,7.1735477,3.8715951,4.7814794,11.8102827072144,18.9477653503418
2077,non-code-switch,PSU,3234,PSU_1346,只 能 证明 我 有 这样 的 身份 证明 。,It only proves that I have such an identity.,8,的,身份,7.21781,的 身份,compound:nn 身份 证明,compound:nn,an,identity,8.0492325,an identity,obj have identity,obj,52.76352570673920,0.00000000000000,-36.57288908002850,36.57288908002850,14.4916830,0.0000434,-10.0448692,10.0448692,2,8,1,NN,NN,10,-4.601869,-3.8392472,14.5596304791244,26.7389716,-26.7389716,0.0000000,-8.0492325,8.0492325,10.5510190,-10.5510190,0.0006665,-3.1761732,3.1761732,7.21781,4.601869,3.8392472,40.1865949630737,8.66978549957275
2079,non-code-switch,PSU,7596,PSU_1347,能 留下 你 的 联系 方式 吗 ？,Can I have your contact information?,5,的,联系,7.21781,的 联系,compound:nn 联系 方式,compound:nn,your,contact,4.168713,your contact,compound contact information,compound,50.554944937898000,0.000000000000001,-35.042017547067300,35.042017547067300,13.89705506,0.00006555,-9.63270453,9.63270453,2,7,1,NN,NN,8,-3.9514031,-4.087779,13.8222737266506,13.848165,-13.848165,0.000068,-4.168713,4.168713,13.1237048,-13.1237048,0.0001120,-3.9506288,3.9506288,7.21781,3.9514031,4.087779,59.6876792907715,8.7092342376709
2081,non-code-switch,PSU,158,PSU_1349,就算 不 买 车 也 可 独立 生活 。,You can live independently without buying a car.,4,买,车,7.1807833,买 车,dobj 买 车,dobj,a,car,7.8871875,a car,obj buying car,obj,52.221390251940400,0.000000000000000,-36.197109418053100,36.197109418053100,13.55736723,0.00008295,-9.39725087,9.39725087,1,3,1,NN,NN,9,-5.4825273,-4.6487293,4.77210085603401,26.2006697,-26.2006697,0.0000000,-7.8871875,7.8871875,16.9719785,-16.9719785,0.0000078,-5.1090746,5.1090746,7.1807833,5.4825273,4.6487293,24.8979206085205,1.89654207229614
2083,non-code-switch,PSU,6467,PSU_1352,我们 这 可以 办理 短期 的 医保 。,We can get short-term health insurance here.,5,办理,短期,7.1670523,办理 短期,amod 短期 医保,amod,get,short-term,7.707257,get short-term,amod short-term insurance,amod,53.52207450527900,0.00000000000000,-37.09867504105350,37.09867504105350,17.0038715,0.0000076,-11.7861856,11.7861856,2,10,2,JJ,JJ,8,-9.450481,-6.496852,14.479442456842,25.602954,-25.602954,0.000000,-7.707257,7.707257,14.1895909,-14.1895909,0.0000535,-4.2714925,4.2714925,7.1670523,9.450481,6.496852,21.6464762687683,13.6990098953247
2085,non-code-switch,PSU,4585,PSU_1355,有意 ， 怎么 联系 啊 ？,Yes. How do I get in touch?,1,<s>,有意,7.3514414,<s> 有意,dep 有意 ？,dep,<s>,intentionally,8.248479,<s> intentionally,advmod Intentionally contact,advmod,55.1050158056093,0.0000000000000,-38.1958863403693,38.1958863403693,17.8333454,0.0000043,-12.3611331,12.3611331,2,13,5,VV,RB,6,-3.541892,-4.9098716,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,17.35671,-17.35671,0.00001,-5.22489,5.22489,7.3514414,3.541892,4.9098716,14.8868246078491,3.99330496788025
2087,non-code-switch,PSU,26,PSU_1357,从 现在 起 就 可以 入住 ， 随时 看 房,You can check in from now on and view the room at any time,2,从,现在,7.2324896,从 现在,nmod:prep 现在 看,nmod:prep,from,now,3.8320732,from now,obl check now,obl,50.085595405408700,0.000000000000001,-34.716689241925200,34.716689241925200,10.63841902,0.00062736,-7.37399015,7.37399015,2,3,7,NT,RB,10,-4.4308953,-5.3088546,25.8260708633104,12.7298716,-12.7298716,0.0001472,-3.8320732,3.8320732,10.3062128,-10.3062128,0.0007898,-3.1024792,3.1024792,7.2324896,4.4308953,5.3088546,18.9491567611694,8.46592712402344
2089,non-code-switch,PSU,5500,PSU_1359,有 兴趣 的 欢迎 约 时间 试车 。,Interested parties are welcome to make an appointment for a trial run.,6,约,时间,6.132743,约 时间,dobj 时间 试车,dobj,a,trial,3.0990057,a trial,compound trial run,compound,49.846342177392400,0.000000000000001,-34.550851541485800,34.550851541485800,14.07907573,0.00005778,-9.75887165,9.75887165,2,5,1,NN,NN,8,-3.7189555,-3.8220265,8.45796444432081,10.2946741,-10.2946741,0.0007961,-3.0990057,3.0990057,15.616454,-15.616454,0.000020,-4.701021,4.701021,6.132743,3.7189555,3.8220265,26.730525970459,8.81683826446533
2091,non-code-switch,PSU,3892,PSU_1360,暑假 毕业 周,Summer graduation week,1,<s>,暑假,7.3514414,<s> 暑假,nsubj 暑假 毕业,nsubj,<s>,Summer,5.6409416,<s> Summer,compound Summer week,compound,56.74395470083150,0.00000000000000,-39.33191221470260,39.33191221470260,13.77284699,0.00007144,-9.54661006,9.54661006,2,6,1,NN,NN,3,-3.2459435,-5.6781864,18.7388023826589,18.7388024,-18.7388024,0.0000023,-5.6409416,5.6409416,18.4036162,-18.4036162,0.0000029,-5.5400405,5.5400405,7.3514414,3.2459435,5.6781864,17.8908076286316,0.0
2093,non-code-switch,PSU,7607,PSU_1362,柜子 降价 出售 。,The cabinet is on sale.,1,<s>,柜子,7.3514414,<s> 柜子,compound:nn 柜子 降价,compound:nn,<s>,The cabinet,3.469161,<s> The cabinet,nsubj cabinet sale,nsubj,61.686497039855600,0.000000000000000,-42.757821501795300,42.757821501795300,4.39029524,0.04768584,-3.04312077,3.04312077,2,11,1,NN,DT,4,-4.4706903,-5.985276,19.3615057766729,11.524303,-11.524303,0.000339,-3.469161,3.469161,24.511458,-24.511458,0.000000,-7.378684,7.378684,7.3514414,4.4706903,5.985276,18.3327822685242,0.0
2095,non-code-switch,PSU,5232,PSU_1369,配套 设施 ： 房子 本身 是 提供 简单 家具 。,Amenities: The house itself is furnished with simple furniture.,4,：,房子,7.583359,： 房子,nsubj 房子 提供,nsubj,The,house,3.311642,The house,nsubj:pass house furnished,nsubj:pass,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,11.97831148,0.00024784,-8.30273283,8.30273283,2,5,3,NN,NNP,10,-2.9977286,-4.2590475,11.001036600009,11.001037,-11.001037,0.000488,-3.311642,3.311642,16.1746323,-16.1746323,0.0000135,-4.8690495,4.8690495,7.583359,2.9977286,4.2590475,17.8236756324768,11.5857257843018
2097,non-code-switch,PSU,8100,PSU_1370,请 电话 或 邮件 联系 谢谢 ！,Please call or email to contact me thanks!,4,或,邮件,7.1950088,或 邮件,compound:nn 邮件 联系,compound:nn,or,email,5.0387793,or email,conj call email,conj,55.436058087896300,0.000000000000000,-38.425347364982700,38.425347364982700,18.2410044,0.0000032,-12.6437008,12.6437008,2,5,1,NN,NN,7,-3.8226573,-4.8935924,24.4285931831473,16.7384625,-16.7384625,0.0000091,-5.0387793,5.0387793,14.8799507,-14.8799507,0.0000332,-4.4793115,4.4793115,7.1950088,3.8226573,4.8935924,50.1889362335205,1.84747338294983
2099,non-code-switch,PSU,2614,PSU_1373,还有 摊 油 费,There's also the cost of sharing the oil,3,摊,油,7.1670523,摊 油,nsubj 油 费,nsubj,the,oil,4.048109,the oil,obj sharing oil,obj,54.54494149581550,0.00000000000000,-37.80767241163170,37.80767241163170,13.5501578,0.0000834,-9.3922537,9.3922537,1,3,1,NN,NN,4,-5.145624,-4.7178535,10.6184587783338,13.447527,-13.447527,0.000090,-4.048109,4.048109,17.0395196,-17.0395196,0.0000074,-5.1294065,5.1294065,7.1670523,5.145624,4.7178535,13.8634586334229,11.5840692520142
