sent_type,university,sent_id,aligned_to,original_sentence,eng_translation,zh_translation,cs_word_id,first_cs_word_form,first_cs_word_translation,preceding_word,preceding_word_translation,ngram_eng,ngram_zh,dep_eng,dep_zh ,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_pos_zh,cs_word_pos_eng,cs_word_length_zh,cs_word_length_eng,sentence_length_zh,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,dep_surp_eng,zh_word_index,cs_back_word,google_trans_surp_zh,fanyi_trans_surp_zh,llm_surp_zh,llm_surp_eng,,governor_first_cs_word_trans,deprel_first_cs_word_trans,surprisal_values,average_surprisal,bilingual_corpus_frequency_negative_log_first_cs_word,bilingual_corpus_frequency_negative_log_first_cs_word_trans,length_first_cs_word_form,dependency_distance,if_it_is_root,if_previous_word_is_punctuation,surprisal_of_previous_word,surprisal_first_cs_word_trans
code-switch,PIT,401,PIT_1905,门口 有 bus 到 中国 店 等 。,There are buses to the Chinese store at the gate.,门口 有 公交 到 中国 店 等 。,3,bus,公交,有,There are,There are bus,有 公交,nsubj are bus,nsubj 公交 到,57.32822709790460,0.00000000000000,-39.73689897941280,39.73689897941280,15.6623791,0.0000193,-10.8563339,10.8563339,NN,NN,2,3,8,14.5075985,-14.5075985,0.0000429,-4.3672223,4.3672223,7.289942,4.244967,13.9711848007817,14.122161,-14.122161,0.000056,-4.251194,4.251194,5.07059,2,到,23.8084323928971,20.3114310469745,28.2888345718384,16.0355072021484,,2,dobj,5.976814 1.705884 4.538711 3.104786 2.386387 5.736878 1.791321 0.5152113,3.2194990375000000,7.869110422158480,8.456897087060600,3,1,0,0,1.705884,4.538711
code-switch,PIT,402,PIT_2836,要求 ： security deposit ， 爱 整洁 ， 有 责任感,"Requirement: security deposit, love cleanliness, have a sense of responsibility",要求 ： 保证金 ， 爱 整洁 ， 有 责任感,3,security,保证金,：,:,: security,： 保证金,compound security deposit,advcl 保证金 有,56.305982040964700,0.000000000000000,-39.028332700353600,39.028332700353600,13.89567822,0.00006561,-9.63175018,9.63175018,NN,NN,3,8,9,21.252869,-21.252869,0.000000,-6.397751,6.397751,7.8777566,8.785641,13.6181013820827,13.618101,-13.618101,0.000080,-4.099457,4.099457,3.2748713,2,爱,26.1693409742243,24.3055645795747,24.8392016092936,13.9479961395264,,5,nsubj,4.813935 2.389885 6.416388 0.7417704 4.124121 3.744549 0.872935 2.347508 4.84882,3.366656822222220,10.066334999494700,12.012245148550000,8,2,0,1,4.813935,6.416388
code-switch,PIT,407,PIT_565,prefer ： 研究生 或 博士生,Prefer: graduate or doctoral student,倾向于 ： 研究生 或 博士生,1,prefer,倾向于,<s>,<s>,<s> prefer,<s> 倾向于,root prefer,mark 倾向 于,65.70233207639430,0.00000000000000,-45.54138623496600,45.54138623496600,15.5157257,0.0000213,-10.7546815,10.7546815,VV,VB,3,6,5,31.051374,-31.051374,0.000000,-9.347395,9.347395,7.3514414,7.0147653,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,4.1903696,0,研究生,24.4209597245781,24.4209597245781,20.1092154184977,0.0,,0,root,10.51329 2.537007 6.264979 2.861269 5.379619,5.5112328,9.527338498762020,12.012245148550000,6,0,1,,,10.16642
code-switch,PIT,410,PIT_3660,公寓 的 管理 非常 好 ， 有 一 个 doorman ， 每 天 出入 公寓 会 给 住户 开门 ！,The management of the apartment is very good. There is a doorman who opens the door to the tenants every day.,公寓 的 管理 非常 好 ， 有 一 个 门卫 ， 每 天 出入 公寓 会 给 住户 开门 ！,10,doorman,门卫,个,a,a doorman,个 门卫,nsubj is doorman,obj 有 门卫,61.50105944588420,0.00000000000000,-42.62928595636420,42.62928595636420,20.6343971,0.0000006,-14.3026742,14.3026742,NN,NNP,2,7,20,21.679610,-21.679610,0.000000,-6.526213,6.526213,7.1875896,3.6569927,19.8471925922925,19.8471926,-19.8471926,0.0000011,-5.9746003,5.9746003,4.925376,9,每,24.0507195438474,12.7845489002227,32.6295509338379,1.87469339370728,,7,dobj,4.876083 1.74384 3.663186 3.941221 2.027438 0.5531858 2.337913 1.354857 5.503237 6.754584 1.079181 3.171155 4.617165 5.682042 5.217051 3.5673 2.636589 4.290913 6.215814 3.394744,3.6313749400000000,9.93280360687018,11.319097967990100,7,3,0,0,5.503237,6.754584
code-switch,PIT,412,PIT_3693,欢迎 感兴趣 的 妹子 联系 我 拿 floor plan 和 各 种 房子 图片 ~,"If you are interested, please contact me for floor plan and pictures of various houses",欢迎 感兴趣 的 妹子 联系 我 拿 平面图 和 各 种 房子 图片 ~,8,floor,平面图,拿,take,take floor,拿 平面图,compound floor plan,obj 拿 平面图,59.49989329726670,0.00000000000000,-41.24218328261800,41.24218328261800,13.69567722,0.00007537,-9.49312005,9.49312005,NN,NN,3,5,14,21.5409444,-21.5409444,0.0000003,-6.4844704,6.4844704,7.1670523,5.626386,16.1989123018928,16.8508374,-16.8508374,0.0000085,-5.0726075,5.0726075,3.691562,7,和,23.8084323928971,23.8084323928971,23.353391011556,16.9250068664551,,13,conj,5.269867 6.302537 0.4746102 6.613987 4.563191 4.016349 3.630369 6.59303 1.729119 3.398667 4.207642 5.557879 5.406029 5.08311,4.489027585714290,8.834191318202070,12.012245148550000,5,5,0,0,3.630369,6.59303
code-switch,PIT,422,PIT_4218,来回 都 没有 traffic .,There is no traffic back and forth.,来回 都 没有 交通 。,4,traffic,交通,没有,There is no,There is no traffic,没有 交通,nsubj is traffic,obj 没有 交通,51.478692501307500,0.000000000000000,-35.682310566193700,35.682310566193700,15.1470178,0.0000276,-10.4991127,10.4991127,NN,NN,2,7,5,15.0054096,-15.0054096,0.0000304,-4.5170784,4.5170784,7.1735477,4.4959226,13.791233630532,12.7553252,-12.7553252,0.0001446,-3.8397355,3.8397355,4.925376,3,,24.3969242460403,23.8300096446446,16.6891927719116,12.8582706451416,,3,dobj,5.886802 3.530625 1.678055 4.320126 1.73405,3.4299316000000000,12.012245148550000,9.121873390653850,7,1,0,0,1.678055,4.320126
code-switch,PIT,423,PIT_3123,公寓 有 off street parking 且 允许 养 宠物 。,The apartment has Off Street Parking and pets are allowed.,公寓 有 露天 停车 且 允许 养 宠物 。,3,off,露天,有,There are,There are off,有 露天,compound:prt has off,nsubj 露天 停车,58.55001316837640,0.00000000000000,-40.58377654940780,40.58377654940780,11.47062199,0.00035237,-7.95082929,7.95082929,JJ,IN,2,3,9,14.421463,-14.421463,0.000046,-4.341293,4.341293,7.2971773,5.2109885,15.1957660893902,15.1957661,-15.1957661,0.0000266,-4.5743814,4.5743814,6.277754,2,且,23.7843962499737,24.2166631398994,17.7554965019226,12.554238319397,,4,amod,4.876083 2.750553 4.572973 5.617594 3.250487 3.324061 4.197428 2.75691 1.36352,3.634401,10.402807236115900,10.625950787430100,3,1,0,0,2.750553,4.572973
code-switch,PIT,431,PIT_2340,电话 ： pn-10 （ text first ）,Telephone: PN-10 (Text First),电话 ： pn-10 （ 短信 优先 ）,5,text,短信,（,(,( text,（ 短信,appos pn- text,nsubj 短信 优先,58.25563768576050,0.00000000000000,-40.37973101360660,40.37973101360660,13.44503065,0.00008967,-9.31938509,9.31938509,NN,NN,2,4,7,19.600960,-19.600960,0.000001,-5.900477,5.900477,7.211736,5.182505,22.2756027525078,22.2756028,-22.2756028,0.0000002,-6.7056246,6.7056246,8.41466,4,,11.4752132669725,11.4752132669725,41.1583595275879,9.25114727020264,,6,dep,4.575053 0.5698753 10.51329 2.104872 6.697114 5.362278 2.445125,4.609658185714290,9.614349875751650,9.121873390653850,4,1,0,1,10.51329,6.697114
code-switch,PIT,433,PIT_2449,可以 share 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,"You can share most household appliances, kitchen supplies, furniture, etc.",可以 共享 大部分 家用 电器 ， 厨房 用品 ， 家具 等 。,2,share,共享,可以,can,can share,可以 共享,root share,root 共享,55.04509078613750,0.00000000000000,-38.15434948207740,38.15434948207740,13.68798673,0.00007577,-9.48778941,9.48778941,VV,NN,2,5,12,14.433126,-14.433126,0.000045,-4.344804,4.344804,7.1735477,4.4072833,25.3899183140922,11.2875512,-11.2875512,0.0004000,-3.3978915,3.3978915,3.4568233,1,大部分,23.8300096446446,22.8760771324822,15.8545105457306,9.31143188476563,,0,root,3.535944 3.900547 3.803573 4.945819 5.755992 1.327359 5.47368 5.769539 0.7493532 5.460982 1.84075 0.6264194,3.599163133333330,7.7081800553458500,10.913632859881900,5,0,1,0,3.535944,3.900547
code-switch,PIT,444,PIT_890,八月 初 入住 ， 一 年 lease .,"Early August occupancy, one-year lease.",八月 初 入住 ， 一 年 合同 。,7,lease,合同,年,years,years lease,年 合同,appos occupancy lease,root 合同,51.21462823762520,0.00000000000000,-35.49927516633570,35.49927516633570,16.2248575,0.0000131,-11.2462142,11.2462142,NN,NN,2,5,8,14.2838875,-14.2838875,0.0000501,-4.2998786,4.2998786,8.026758,4.9266567,26.1456337021824,22.2756028,-22.2756028,0.0000002,-6.7056246,6.7056246,6.2119594,6,,10.009226799323,10.009226799323,21.5986938476563,4.98402976989746,,3,dep,4.302052 2.317872 6.116503 1.059009 2.616226 1.376737 2.988035 0.479568,2.65700025,7.34880605443795,9.815020571213800,5,4,0,0,1.376737,2.988035
code-switch,PIT,463,PIT_1014,apartment 网站 如下 ：,Apartment's website is as follows:,公寓 网站 如下 ：,1,apartment,公寓,<s>,<s>,<s> apartment,<s> 公寓,nmod:poss apartment website,nmod 公寓 网站,56.337067538045000,0.000000000000000,-39.049879525011100,39.049879525011100,15.4251678,0.0000227,-10.6919116,10.6919116,NN,NN,2,9,4,17.0136889,-17.0136889,0.0000076,-5.1216307,5.1216307,7.3514414,4.405602,14.4572360319133,27.400854,-27.400854,0.000000,-8.248479,8.248479,5.073582,0,网站,24.4209597245781,24.4209597245781,15.7936787605286,0.0,,2,compound:nn,4.876083 3.639942 4.79009 0.2255143,3.3829073250000000,7.630218513876140,7.358284798392490,9,1,0,,,4.876083
code-switch,PIT,466,PIT_151,已 降价 ， still available,The price has been reduced and still available,已 降价 ， 依旧 有效,4,still,依旧,，,.,. still,， 依旧,advmod still available,advmod 依旧 有效,56.30024064911130,0.00000000000000,-39.02435307077790,39.02435307077790,11.25273448,0.00040982,-7.79980118,7.79980118,AD,RB,2,5,5,15.849431,-15.849431,0.000017,-4.771154,4.771154,7.239988,3.5349383,11.453097198488,7.9478189,-7.9478189,0.0040501,-2.3925319,2.3925319,1.9604781,3,,23.7843962499737,24.0507195438474,18.9652109146118,10.2306509017944,,5,advmod,3.881124 5.797241 0.6213651 4.575308 4.087103,3.79242822,10.625950787430100,11.319097967990100,5,1,0,1,5.797241,4.575308
code-switch,PIT,471,PIT_4439,房子 的 大致 floor plan,The general floor plan of the house,房子 的 大致 平面图,4,floor,平面图,大致,roughly,roughly floor,大致 平面图,compound floor plan,root 平面图,59.49989329726670,0.00000000000000,-41.24218328261800,41.24218328261800,13.69567722,0.00007537,-9.49312005,9.49312005,NN,NN,3,5,4,22.2601458,-22.2601458,0.0000002,-6.7009716,6.7009716,7.1670523,8.842573,17.6697474557896,16.903880,-16.903880,0.000008,-5.088575,5.088575,3.691562,3,,23.977045822559,23.8084323928971,20.4416046142578,14.1483716964722,,0,root,5.512905 1.253929 4.815736 7.275246,4.714454,8.834191318202070,12.012245148550000,5,0,1,0,4.815736,7.275246
code-switch,PIT,472,PIT_814,二 楼 的 full bathroom,The full bathroom on the second floor,二 楼 的 完整 浴室,4,full,完整,的,the,the full,的 完整,amod full bathroom,compound 完整 浴,52.45151483190480,0.00000000000000,-36.35661962183300,36.35661962183300,12.26703228,0.00020289,-8.50285884,8.50285884,JJ,JJ,2,4,5,13.0622684,-13.0622684,0.0001169,-3.9321346,3.9321346,7.2105746,3.9389832,16.06949164428,11.567914,-11.567914,0.000329,-3.482289,3.482289,2.5750613,3,,23.9530103440212,23.854045787568,22.548243522644,10.6933364868164,,5,amod,3.222314 1.591621 1.001675 4.069786 5.999586,3.1769964,7.83785787865438,10.625950787430100,4,1,0,0,1.001675,4.069786
code-switch,PIT,475,PIT_1514,公寓 有 免费 gym ， 门口 有 免费 停车场 。,The apartment has a free gym and a free parking lot at the entrance.,公寓 有 免费 体育馆 ， 门口 有 免费 停车场 。,4,gym,体育馆,免费,free,free gym,免费 体育馆,obj has gym,obj 有 体育馆,58.15996112830030,0.00000000000000,-40.31341307755740,40.31341307755740,18.5160091,0.0000027,-12.8343195,12.8343195,NN,NNP,3,3,10,19.326290,-19.326290,0.000002,-5.817793,5.817793,6.8863854,3.6569927,25.4909248597453,20.242757,-20.242757,0.000001,-6.093677,6.093677,4.627803,3,门口,17.7913898187682,23.8300096446446,25.566445350647,7.96181154251099,,2,dobj,4.876083 2.750553 3.934701 5.69368 1.075395 5.462754 0.8073095 3.953685 1.720713 0.7519113,3.10267848,10.066334999494700,,3,2,0,0,3.934701,5.69368
code-switch,PIT,488,PIT_481,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 popular ， 相当 好 的 ~~~,One of the most popular apartments in the city is a popular one,拎包 入住 ～ 关于 公寓 信息 就 不 用 多 说 了 吧 ， 那 是 相当 受 追捧 ， 相当 好 的 ~~~,18,popular,受,相当,Quite a,Quite a popular,相当 受,amod popular apartments,xcomp 是 受,50.840291564461700,0.000000000000000,-35.239804756752200,35.239804756752200,13.7309665,0.0000735,-9.5175807,9.5175807,VV,JJ,1,7,24,11.0473453,-11.0473453,0.0004725,-3.3255823,3.3255823,6.315496,2.2487795,23.6815888871003,3.6693058,-3.6693058,0.0786011,-1.1045711,1.1045711,2.753742,17,相当,21.5113563208771,12.7845489002227,15.9200897216797,4.39128684997559,,1,dep,10.51329 5.243498 3.558488 3.954886 5.354847 4.540573 2.957374 2.230095 3.192669 3.0963 3.659436 1.290302 2.992568 1.099796 2.108692 0.8242773 2.878774 2.875746 3.474863 0.6152337 4.382794 2.180475 0.2474823 9.233405,3.437744345833330,12.012245148550000,11.319097967990100,7,17,0,0,2.878774,2.875746
code-switch,PIT,489,PIT_4449,preferred 地点 ：,Preferred location:,比较 喜欢 的 地点 ：,1,preferred,比较,<s>,<s>,<s> preferred,<s> 比较,amod preferred location,advmod 比较 喜欢,50.038010732855000,0.000000000000001,-34.683706060306700,34.683706060306700,15.1556764,0.0000274,-10.5051144,10.5051144,AD,VBN,2,9,5,15.5754854,-15.5754854,0.0000205,-4.6886883,4.6886883,7.310274,2.893128,18.9362989805274,18.936299,-18.936299,0.000002,-5.700394,5.700394,3.8474216,0,地点,24.4209597245781,24.4209597245781,16.8314018249512,0.0,,2,advmod,4.141838 2.530233 1.431475 3.892531 2.282655,2.8557464,9.93280360687018,8.456897087060600,9,1,0,,,4.141838
code-switch,PIT,490,PIT_3157,最多 两 人 share 一 个 卫生间,No more than two people share a bathroom,最多 两 人 共享 一 个 卫生间,4,share,共享,人,people,people share,人 共享,root share,root 共享,55.04509078613750,0.00000000000000,-38.15434948207740,38.15434948207740,13.68798673,0.00007577,-9.48778941,9.48778941,VV,NN,2,5,7,13.994346,-13.994346,0.000061,-4.212718,4.212718,7.2624965,4.4072833,18.3105208098687,10.972445,-10.972445,0.000498,-3.303035,3.303035,3.4568233,3,一,23.854045787568,23.7843962499737,27.9987144470215,12.1675109863281,,0,root,5.114965 2.356261 1.491565 3.453853 1.242507 5.596138 4.93294,3.4554612857142900,7.7081800553458500,10.913632859881900,5,0,1,0,1.491565,3.453853
code-switch,PIT,491,PIT_1097,研究生 social work 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,I have been studying social work and working in a city in central America for the past five years,研究生 社会 工作 入学 ， 过去 五 年 在 美国 中部 一 城市 学习 + 工作,2,social,社会,研究生,A graduate student,A graduate student social,研究生 社会,amod social work,nmod 社会 工作,47.28080875395460,0.00000000000001,-32.77255928239760,32.77255928239760,11.94629925,0.00025340,-8.28054364,8.28054364,NN,NNP,2,6,16,17.2760212,-17.2760212,0.0000063,-5.2006006,5.2006006,7.3416157,2.8918493,15.1533537046315,9.261805,-9.261805,0.001629,-2.788081,2.788081,2.7843394,1,入学,24.4123546020411,24.4123546020411,16.47620844841,9.18877124786377,,3,nsubj,5.001022 4.584012 2.840704 6.538137 1.00843 3.995924 2.68249 0.2180558 2.881865 1.600462 3.074944 2.847975 1.699935 5.55641 4.73354 4.166833,3.3394211750000000,11.319097967990100,12.012245148550000,6,1,0,0,5.001022,4.584012
code-switch,PIT,497,PIT_3481,后院 有 鱼池 ， 有 阳台 ， 可以 barbecue ；,"Backyard with fish pond, balcony, barbecue;",后院 有 鱼池 ， 有 阳台 ， 可以 烧烤 ；,9,barbecue,烧烤,可以,can,can barbecue,可以 烧烤,conj pond barbecue,root 烧烤,60.18262791835010,0.00000000000000,-41.71541886029260,41.71541886029260,19.4983484,0.0000014,-13.5152252,13.5152252,VV,NN,2,8,10,21.6902651,-21.6902651,0.0000003,-6.5294204,6.5294204,7.1807833,6.2632866,27.3712756824315,22.2756028,-22.2756028,0.0000002,-6.7056246,6.7056246,4.836476,8,,23.854045787568,23.854045787568,19.7331318855286,10.0961351394653,,2,conj,6.258925 1.544068 5.82538 1.38321 2.332879 5.03144 0.7207134 2.741836 5.104862 3.567793,3.4511106400000000,12.012245148550000,10.913632859881900,8,7,0,0,2.741836,5.104862
code-switch,PIT,501,PIT_519,available 时间 是 5 .,Available time is 5.,有效 时间 是 5 。,1,available,有效,<s>,<s>,<s> available,<s> 有效,amod available time,amod 有效 时间,50.98257807271490,0.00000000000000,-35.33843024877960,35.33843024877960,12.78268378,0.00014192,-8.86028122,8.86028122,JJ,JJ,2,9,5,16.401485,-16.401485,0.000012,-4.937339,4.937339,7.310274,2.6375444,17.9549097360822,17.9549097,-17.9549097,0.0000039,-5.4049664,5.4049664,3.1089296,0,时间,24.3969242460403,24.3969242460403,15.2187774181366,0.0,,2,amod,4.728764 1.40686 1.629198 10.51329 1.427697,3.9411618000000000,8.323365694436080,11.319097967990100,9,1,0,,,4.728764
code-switch,PIT,502,PIT_2750,房型 ： studio ( efficiency ),Room: Studio (Efficiency),房型 ： 工作室 （ 效率 ）,3,studio,工作室,：,:,: studio,： 工作室,appos room studio,root 工作室,67.11276179455770,0.00000000000000,-46.51902161748890,46.51902161748890,16.40050,0.00001,-11.36796,11.36796,NN,NN,3,6,6,16.2881466,-16.2881466,0.0000125,-4.9032207,4.9032207,7.583359,7.4259763,13.3547123472952,13.354712,-13.354712,0.000095,-4.020169,4.020169,3.9469578,2,,21.0172178557986,23.3275955922961,19.3353694279989,17.8418159484863,,0,root,7.042348 1.927382 4.859866 1.514571 6.189645 2.537189,4.011833500000000,9.121873390653850,,6,0,1,1,7.042348,4.859866
code-switch,PIT,507,PIT_496,不 开 party ！,No parties!,不 开 聚会 ！,3,party,聚会,开,open,open party,开 聚会,root party,xcomp 开 聚会,56.68364331766760,0.00000000000000,-39.29010754950690,39.29010754950690,12.70472228,0.00014980,-8.80624243,8.80624243,NN,NNP,2,5,4,18.763655,-18.763655,0.000002,-5.648423,5.648423,7.1670523,3.719243,25.2532575141966,24.5087128,-24.5087128,0.0000000,-7.3778577,7.3778577,4.3448977,2,,24.4209597245781,23.8084323928971,22.0055031776428,14.2890558242798,,2,dobj,3.59865 5.351693 5.462672 4.790857,4.800968,8.183603752060920,10.913632859881900,5,1,0,0,5.351693,5.462672
code-switch,PIT,509,PIT_4059,house 里面 的 一 个 客厅 ， 带 家具,"A living room in the house, complete with furniture",独 栋 住宅 里面 的 一 个 客厅 ， 带 家具,1,house,独,<s>,<s>,<s> house,<s> 独,nmod room house,det 独 栋,54.07129121179250,0.00000000000000,-37.47936305268970,37.47936305268970,11.97831148,0.00024784,-8.30273283,8.30273283,VV,NNP,1,5,11,19.8753865,-19.8753865,0.0000010,-5.9830875,5.9830875,7.3514414,6.9970264,15.1825012983145,29.202515,-29.202515,0.000000,-8.790833,8.790833,3.5441852,0,里面,24.2842045819246,23.3837046187828,11.7902746200562,5.03353881835938,,0,root,5.249664 3.342417 0.328867 5.31627 0.7127583 1.821037 6.389151 6.088486 0.8922411 4.045664 5.310204,3.590614490909090,6.694125154705800,10.066334999494700,5,0,1,,,5.249664
code-switch,PIT,511,PIT_702,朋友 来 聚餐 ， 开 party 都 有 足够 空间 。,There is plenty of room for friends to come for dinner or parties.,朋友 来 聚餐 ， 开 聚会 都 有 足够 空间 。,6,party,聚会,开,open,open party,开 聚会,conj dinner parties,obj 开 聚会,56.68364331766760,0.00000000000000,-39.29010754950690,39.29010754950690,12.70472228,0.00014980,-8.80624243,8.80624243,NN,NNP,2,5,11,18.6373145,-18.6373145,0.0000025,-5.6103907,5.6103907,7.1670523,5.094101,26.8149191650998,24.4285932,-24.4285932,0.0000000,-7.3537393,7.3537393,4.6712565,5,都,24.1094100406566,23.8084323928971,30.4891214370728,6.45936012268066,,5,dobj,5.211875 2.462811 5.199554 0.5898255 4.152232 5.614315 2.583954 1.10281 2.925441 1.720795 1.565812,3.0117658636363600,8.183603752060920,10.913632859881900,5,1,0,0,4.152232,5.614315
code-switch,PIT,521,PIT_3953,下面 是 自己 对 这个 apartment 的 一些 总结 。,Here is my own summary of the apartment.,下面 是 自己 对 这个 公寓 的 一些 总结 。,6,apartment,公寓,这个,this,this apartment,这个 公寓,nmod summary apartment,nmod 对 公寓,56.337067538045000,0.000000000000000,-39.049879525011100,39.049879525011100,15.4251678,0.0000227,-10.6919116,10.6919116,NN,NN,2,9,10,14.9467454,-14.9467454,0.0000317,-4.4994187,4.4994187,7.1807833,4.442684,26.3772591249121,28.846607,-28.846607,0.000000,-8.683694,8.683694,5.3783627,5,的,24.4209597245781,23.854045787568,19.4226851463318,16.5590953826904,,9,nmod,3.547939 0.4281976 3.473037 2.812732 1.938156 5.071644 1.186549 3.100607 5.272956 1.16996,2.80017776,7.630218513876140,7.358284798392490,9,3,0,0,1.938156,5.071644
code-switch,PIT,523,PIT_4435,没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 party 。,"No bad habits (preferably students, simple background), do not have parties at home.",没有 不良 嗜好 （ 最好 是 学生 ， 背景 简单 ） ， 不 会 在 家里 开 聚会 。,18,party,聚会,开,open,open party,开 聚会,obj have parties,xcomp 开 聚会,56.68364331766760,0.00000000000000,-39.29010754950690,39.29010754950690,12.70472228,0.00014980,-8.80624243,8.80624243,NN,NNP,2,5,19,18.259792,-18.259792,0.000003,-5.496745,5.496745,7.1670523,3.719243,10.1835931440596,18.6047088,-18.6047088,0.0000025,-5.6005754,5.6005754,4.601869,17,,8.57607559773453,24.168933677032,29.3200120925903,17.0696830749512,,17,dobj,3.923701 4.509191 6.551926 2.203397 4.755491 0.8055654 3.923981 0.9287634 4.830359 5.332444 3.080386 0.622718 3.386028 2.865629 1.587069 3.246827 2.395916 5.48145 0.816386,3.2235383052631600,8.183603752060920,10.913632859881900,5,1,0,0,2.395916,5.48145
code-switch,PIT,526,PIT_1822,有 车库 ， drive way parking 和 street parking 。,"There is parking, Drive Way Parking and Street Parking.",有 车库 ， 车道 停车 和 路边 停车 。,4,drive,车道,，,.,. drive,， 车道,conj is drive,nsubj 车道 停车,59.10845532470000,0.00000000000000,-40.97085915556930,40.97085915556930,14.20683440,0.00005288,-9.84742721,9.84742721,NN,VB,2,5,9,19.5544357,-19.5544357,0.0000013,-5.8864717,5.8864717,7.239988,4.950583,13.8587484971325,13.858748,-13.858748,0.000067,-4.171899,4.171899,3.1128557,3,和,24.0507195438474,24.0507195438474,28.5174031257629,10.3945436477661,,8,compound:nn,2.715695 5.391269 0.6238034 5.6266 4.407268 2.236159 4.584026 2.084048 1.04405,3.190324266666670,9.304194947447810,12.012245148550000,5,4,0,1,5.391269,5.6266
code-switch,PIT,528,PIT_2573,位 于 trees hall 附近 ， 步行 至 trees hall 仅 三 分钟,"Located near Trees Hall, only 3 minutes walk to Trees Hall",位于 大 树 厅 附近 ， 步行 至 大树厅 仅 三 分钟,1,trees,位于,<s>,<s>,<s> trees,<s> 位于,compound trees hall,mark 位 于,54.42149898086210,0.00000000000000,-37.72210858043050,37.72210858043050,13.81136056,0.00006956,-9.57330563,9.57330563,VV,NNS,2,5,12,12.3990342,-12.3990342,0.0001851,-3.7324812,3.7324812,6.417439,5.196953,14.6024750467283,14.602475,-14.602475,0.000040,-4.395783,4.395783,5.171146,0,附近,21.0839278192217,21.3182709113259,16.5606918334961,13.9507312774658,,0,root,3.014365 2.536329 4.401211 4.441934 3.321881 0.8890545 4.965724 1.243865 10.51329 3.707384 2.349874 1.838003,3.601909541666670,10.913632859881900,9.179031804493800,5,0,1,,,3.014365
code-switch,PIT,533,PIT_1390,三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 appliances .,"Three large bedrooms. The kitchen, newly renovated two years ago, is large and well-lit, with granite countertops, new cabinets and appliances.",三 个 大 卧室 ， 两 年 前 新 装修 厨房 面积 大 ， 采光 好 ， 有 花岗岩 台面 ， 新 橱柜 及 新 器具 。,26,appliances,器具,新,new,new appliances,新 器具,conj countertops appliances,conj 台面 器具,56.94882336714000,0.00000000000000,-39.47391635313940,39.47391635313940,17.9566632,0.0000039,-12.4466105,12.4466105,NN,NNS,2,10,27,19.6498840,-19.6498840,0.0000012,-5.9152045,5.9152045,7.1807833,6.067341,24.6029502264853,25.829778,-25.829778,0.000000,-7.775538,7.775538,7.8124743,25,,14.010005849077,23.854045787568,30.6031951904297,6.88445711135864,,18,dobj,2.927257 1.338494 2.667562 4.996892 0.629897 2.744421 1.48153 6.098215 3.74098 5.880583 5.710649 3.944548 2.899973 0.4118545 3.886795 4.78202 0.9934592 2.337913 4.669712 6.362791 0.6980917 3.429812 7.217 2.467295 2.952072 6.158363 0.8645473,3.418249137037040,12.012245148550000,,10,8,0,0,2.952072,6.158363
code-switch,PIT,538,PIT_848,still available 价格 可以 商议,"Still available, price can be negotiated",依旧 有效 ； 价格 可以 商议,1,still,依旧,<s>,<s>,<s> still,<s> 依旧,advmod still available,advmod 依旧 有效,56.30024064911130,0.00000000000000,-39.02435307077790,39.02435307077790,11.25273448,0.00040982,-7.79980118,7.79980118,AD,RB,2,5,6,19.8901750,-19.8901750,0.0000010,-5.9875393,5.9875393,7.3514414,3.5349383,16.578347911783,7.7968430,-7.7968430,0.0044969,-2.3470836,2.3470836,1.9604781,0,价格,24.4209597245781,24.4209597245781,17.6207633018494,0.0,,2,advmod,5.804013 4.050908 2.725307 6.062269 2.563437 5.850836,4.509461666666670,10.625950787430100,11.319097967990100,5,1,0,,,5.804013
